uniprot_id,pathway_id,pathway_name,evidence
Q9ULV1,R-HSA-5340588,Signaling by RNF43 mutants,TAS
Q9ULV1,R-HSA-8856825,Cargo recognition for clathrin-mediated endocytosis,TAS
Q9ULV1,R-HSA-8856828,Clathrin-mediated endocytosis,TAS
Q9ULW0,R-HSA-6804756,Regulation of TP53 Activity through Phosphorylation,TAS
Q9ULW0,R-HSA-8854518,AURKA Activation by TPX2,TAS
Q9ULW2,R-HSA-373080,Class B/2 (Secretin family receptors),IEA
Q9ULW5,R-HSA-8873719,RAB geranylgeranylation,TAS
Q9ULW8,R-HSA-3247509,Chromatin modifying enzymes,TAS
Q9ULX3,R-HSA-6791226,Major pathway of rRNA processing in the nucleolus and cytosol,TAS
Q9ULX6,R-HSA-9772755,Formation of WDR5-containing histone-modifying complexes,TAS
Q9ULX7,R-HSA-1475029,Reversible hydration of carbon dioxide,TAS
Q9ULX9,R-HSA-983231,Factors involved in megakaryocyte development and platelet production,TAS
Q9ULX9,R-HSA-983231,Factors involved in megakaryocyte development and platelet production,IEA
Q9ULY5,R-HSA-5621480,Dectin-2 family,TAS
Q9ULY5,R-HSA-5621480,Dectin-2 family,IEA
Q9ULZ1,R-HSA-375276,Peptide ligand-binding receptors,TAS
Q9ULZ1,R-HSA-418594,G alpha (i) signalling events,TAS
Q9ULZ3,R-HSA-5660668,CLEC7A/inflammasome pathway,TAS
Q9ULZ3,R-HSA-6798695,Neutrophil degranulation,TAS
Q9ULZ3,R-HSA-844456,The NLRP3 inflammasome,TAS
Q9ULZ3,R-HSA-844615,The AIM2 inflammasome,IEA
Q9ULZ3,R-HSA-9660826,Purinergic signaling in leishmaniasis infection,TAS
Q9ULZ3,R-HSA-9692916,SARS-CoV-1 activates/modulates innate immune responses,TAS
Q9ULZ9,R-HSA-1592389,Activation of Matrix Metalloproteinases,TAS
Q9UM01,R-HSA-210991,Basigin interactions,TAS
Q9UM01,R-HSA-352230,Amino acid transport across the plasma membrane,TAS
Q9UM01,R-HSA-5660862,Defective amino acid transport by SLC7A7 causes lysinuric protein intolerance (LPI),TAS
Q9UM07,R-HSA-3247509,Chromatin modifying enzymes,TAS
Q9UM11,R-HSA-174084,Autodegradation of Cdh1 by Cdh1:APC/C,TAS
Q9UM11,R-HSA-174113,SCF-beta-TrCP mediated degradation of Emi1,TAS
Q9UM11,R-HSA-174178,APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1,TAS
Q9UM11,R-HSA-176407,Conversion from APC/C:Cdc20 to APC/C:Cdh1 in late anaphase,TAS
Q9UM11,R-HSA-176408,Regulation of APC/C activators between G1/S and early anaphase,TAS
Q9UM11,R-HSA-176417,Phosphorylation of Emi1,TAS
Q9UM11,R-HSA-2559582,Senescence-Associated Secretory Phenotype (SASP),TAS
Q9UM11,R-HSA-68867,Assembly of the pre-replicative complex,TAS
Q9UM11,R-HSA-69017,CDK-mediated phosphorylation and removal of Cdc6,TAS
Q9UM11,R-HSA-69273,Cyclin A/B1/B2 associated events during G2/M transition,TAS
Q9UM11,R-HSA-69656,Cyclin A:Cdk2-associated events at S phase entry,TAS
Q9UM11,R-HSA-8853884,Transcriptional Regulation by VENTX,TAS
Q9UM11,R-HSA-9687136,Aberrant regulation of mitotic exit in cancer due to RB1 defects,TAS
Q9UM11,R-HSA-983168,Antigen processing: Ubiquitination & Proteasome degradation,TAS
Q9UM13,R-HSA-141430,Inactivation of APC/C via direct inhibition of the APC/C complex,TAS
Q9UM13,R-HSA-174048,APC/C:Cdc20 mediated degradation of Cyclin B,TAS
Q9UM13,R-HSA-174084,Autodegradation of Cdh1 by Cdh1:APC/C,TAS
Q9UM13,R-HSA-174154,APC/C:Cdc20 mediated degradation of Securin,TAS
Q9UM13,R-HSA-174178,APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1,TAS
Q9UM13,R-HSA-174184,Cdc20:Phospho-APC/C mediated degradation of Cyclin A,TAS
Q9UM13,R-HSA-176407,Conversion from APC/C:Cdc20 to APC/C:Cdh1 in late anaphase,TAS
Q9UM13,R-HSA-176408,Regulation of APC/C activators between G1/S and early anaphase,TAS
Q9UM13,R-HSA-176409,APC/C:Cdc20 mediated degradation of mitotic proteins,TAS
Q9UM13,R-HSA-176412,Phosphorylation of the APC/C,TAS
Q9UM13,R-HSA-179409,APC-Cdc20 mediated degradation of Nek2A,TAS
Q9UM13,R-HSA-2467813,Separation of Sister Chromatids,TAS
Q9UM13,R-HSA-2559582,Senescence-Associated Secretory Phenotype (SASP),TAS
Q9UM13,R-HSA-68867,Assembly of the pre-replicative complex,TAS
Q9UM13,R-HSA-69017,CDK-mediated phosphorylation and removal of Cdc6,TAS
Q9UM13,R-HSA-8853884,Transcriptional Regulation by VENTX,TAS
Q9UM13,R-HSA-9687136,Aberrant regulation of mitotic exit in cancer due to RB1 defects,TAS
Q9UM13,R-HSA-983168,Antigen processing: Ubiquitination & Proteasome degradation,TAS
Q9UM21,R-HSA-381426,Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs),TAS
Q9UM21,R-HSA-8957275,Post-translational protein phosphorylation,TAS
Q9UM21,R-HSA-9694548,Maturation of spike protein,TAS
Q9UM21,R-HSA-975577,N-Glycan antennae elongation,TAS
Q9UM47,R-HSA-1912399,Pre-NOTCH Processing in the Endoplasmic Reticulum,IEA
Q9UM47,R-HSA-1912408,Pre-NOTCH Transcription and Translation,TAS
Q9UM47,R-HSA-1912420,Pre-NOTCH Processing in Golgi,TAS
Q9UM47,R-HSA-1912420,Pre-NOTCH Processing in Golgi,IEA
Q9UM47,R-HSA-350054,Notch-HLH transcription pathway,TAS
Q9UM47,R-HSA-5083630,Defective LFNG causes SCDO3,TAS
Q9UM47,R-HSA-9013507,NOTCH3 Activation and Transmission of Signal to the Nucleus,TAS
Q9UM47,R-HSA-9013507,NOTCH3 Activation and Transmission of Signal to the Nucleus,IEA
Q9UM47,R-HSA-9013508,NOTCH3 Intracellular Domain Regulates Transcription,IEA
Q9UM47,R-HSA-9013508,NOTCH3 Intracellular Domain Regulates Transcription,TAS
Q9UM47,R-HSA-9017802,Noncanonical activation of NOTCH3,TAS
Q9UM54,R-HSA-190873,Gap junction degradation,TAS
Q9UM54,R-HSA-399719,Trafficking of AMPA receptors,TAS
Q9UM54,R-HSA-9013418,RHOBTB2 GTPase cycle,TAS
Q9UM54,R-HSA-9013420,RHOU GTPase cycle,TAS
Q9UM54,R-HSA-9013422,RHOBTB1 GTPase cycle,TAS
Q9UM63,R-HSA-6804115,TP53 regulates transcription of additional cell cycle genes whose exact role in the p53 pathway remain uncertain,TAS
Q9UM73,R-HSA-201556,Signaling by ALK,TAS
Q9UM73,R-HSA-201556,Signaling by ALK,IEA
Q9UM73,R-HSA-9700645,ALK mutants bind TKIs,TAS
Q9UM73,R-HSA-9717264,ASP-3026-resistant ALK mutants,TAS
Q9UM73,R-HSA-9717301,NVP-TAE684-resistant ALK mutants,TAS
Q9UM73,R-HSA-9717316,alectinib-resistant ALK mutants,TAS
Q9UM73,R-HSA-9717319,brigatinib-resistant ALK mutants,TAS
Q9UM73,R-HSA-9717323,ceritinib-resistant ALK mutants,TAS
Q9UM73,R-HSA-9717326,crizotinib-resistant ALK mutants,TAS
Q9UM73,R-HSA-9717329,lorlatinib-resistant ALK mutants,TAS
Q9UM73,R-HSA-9725370,Signaling by ALK fusions and activated point mutants,TAS
Q9UM73,R-HSA-9851151,MDK and PTN in ALK signaling,IEA
Q9UM73,R-HSA-9851151,MDK and PTN in ALK signaling,TAS
Q9UM82,R-HSA-5357786,TNFR1-induced proapoptotic signaling,TAS
Q9UM82,R-HSA-5357905,Regulation of TNFR1 signaling,TAS
Q9UM82,R-HSA-5357956,TNFR1-induced NF-kappa-B signaling pathway,TAS
Q9UMD9,R-HSA-1442490,Collagen degradation,IEA
Q9UMD9,R-HSA-1650814,Collagen biosynthesis and modifying enzymes,TAS
Q9UMD9,R-HSA-198933,Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell,TAS
Q9UMD9,R-HSA-2022090,Assembly of collagen fibrils and other multimeric structures,TAS
Q9UMD9,R-HSA-446107,Type I hemidesmosome assembly,TAS
Q9UMD9,R-HSA-8948216,Collagen chain trimerization,TAS
Q9UMD9,R-HSA-9725554,Differentiation of Keratinocytes in Interfollicular Epidermis in Mammalian Skin,TAS
Q9UMF0,R-HSA-198933,Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell,TAS
Q9UMF0,R-HSA-216083,Integrin cell surface interactions,TAS
Q9UMN6,R-HSA-201722,Formation of the beta-catenin:TCF transactivating complex,TAS
Q9UMN6,R-HSA-3214841,PKMTs methylate histone lysines,TAS
Q9UMN6,R-HSA-3769402,Deactivation of the beta-catenin transactivating complex,TAS
Q9UMN6,R-HSA-8936459,RUNX1 regulates genes involved in megakaryocyte differentiation and platelet function,TAS
Q9UMN6,R-HSA-9772755,Formation of WDR5-containing histone-modifying complexes,IEA
Q9UMN6,R-HSA-9772755,Formation of WDR5-containing histone-modifying complexes,TAS
Q9UMQ6,R-HSA-1474228,Degradation of the extracellular matrix,TAS
Q9UMR3,R-HSA-9733709,Cardiogenesis,IEA
Q9UMR5,R-HSA-75105,Fatty acyl-CoA biosynthesis,TAS
Q9UMR7,R-HSA-5621480,Dectin-2 family,TAS
Q9UMS0,R-HSA-9857492,Protein lipoylation,TAS
Q9UMS4,R-HSA-6781823,Formation of TC-NER Pre-Incision Complex,TAS
Q9UMS4,R-HSA-6781827,Transcription-Coupled Nucleotide Excision Repair (TC-NER),TAS
Q9UMS4,R-HSA-6782135,Dual incision in TC-NER,TAS
Q9UMS4,R-HSA-6782210,Gap-filling DNA repair synthesis and ligation in TC-NER,TAS
Q9UMS4,R-HSA-72163,mRNA Splicing - Major Pathway,TAS
Q9UMS4,R-HSA-9918481,Dengue Virus-Host Interactions,TAS
Q9UMW8,R-HSA-1169408,ISG15 antiviral mechanism,TAS
Q9UMW8,R-HSA-445989,TAK1-dependent IKK and NF-kappa-B activation  ,TAS
Q9UMW8,R-HSA-5689880,Ub-specific processing proteases,TAS
Q9UMW8,R-HSA-912694,Regulation of IFNA/IFNB signaling,TAS
Q9UMW8,R-HSA-9758274,Regulation of NF-kappa B signaling,TAS
Q9UMX0,R-HSA-8856825,Cargo recognition for clathrin-mediated endocytosis,TAS
Q9UMX1,R-HSA-5610780,Degradation of GLI1 by the proteasome,TAS
Q9UMX1,R-HSA-5610780,Degradation of GLI1 by the proteasome,IEA
Q9UMX1,R-HSA-5610783,Degradation of GLI2 by the proteasome,IEA
Q9UMX1,R-HSA-5610785,GLI3 is processed to GLI3R by the proteasome,TAS
Q9UMX1,R-HSA-5610787,Hedgehog 'off' state,TAS
Q9UMX1,R-HSA-5632684,Hedgehog 'on' state,TAS
Q9UMX2,R-HSA-350562,Regulation of ornithine decarboxylase (ODC),TAS
Q9UMX2,R-HSA-351202,Metabolism of polyamines,TAS
Q9UMX6,R-HSA-2514859,"Inactivation, recovery and regulation of the phototransduction cascade",TAS
Q9UMX9,R-HSA-5662702,Melanin biosynthesis,TAS
Q9UN19,R-HSA-983695,Antigen activates B Cell Receptor (BCR) leading to generation of second messengers,TAS
Q9UN37,R-HSA-162588,Budding and maturation of HIV virion,TAS
Q9UN37,R-HSA-917729,Endosomal Sorting Complex Required For Transport (ESCRT),TAS
Q9UN37,R-HSA-9610379,HCMV Late Events,TAS
Q9UN37,R-HSA-9668328,Sealing of the nuclear envelope (NE) by ESCRT-III,TAS
Q9UN42,R-HSA-2173795,Downregulation of SMAD2/3:SMAD4 transcriptional activity,TAS
Q9UN76,R-HSA-352230,Amino acid transport across the plasma membrane,TAS
Q9UN76,R-HSA-442660,SLC-mediated transport of neurotransmitters,TAS
Q9UN76,R-HSA-5619094,Variant SLC6A14 may confer susceptibility towards obesity,TAS
Q9UN79,R-HSA-3769402,Deactivation of the beta-catenin transactivating complex,TAS
Q9UN86,R-HSA-9705671,SARS-CoV-2 activates/modulates innate and adaptive immune responses,TAS
Q9UN88,R-HSA-1236394,Signaling by ERBB4,IEA
Q9UN88,R-HSA-977443,GABA receptor activation,TAS
Q9UN88,R-HSA-977443,GABA receptor activation,IEA
Q9UNA0,R-HSA-1474228,Degradation of the extracellular matrix,TAS
Q9UNA0,R-HSA-1474228,Degradation of the extracellular matrix,IEA
Q9UNA0,R-HSA-5083635,Defective B3GALTL causes PpS,TAS
Q9UNA0,R-HSA-5173214,O-glycosylation of TSR domain-containing proteins,TAS
Q9UNA1,R-HSA-8980692,RHOA GTPase cycle,TAS
Q9UNA1,R-HSA-9013026,RHOB GTPase cycle,TAS
Q9UNA1,R-HSA-9013106,RHOC GTPase cycle,TAS
Q9UNA1,R-HSA-9013148,CDC42 GTPase cycle,TAS
Q9UNA1,R-HSA-9013149,RAC1 GTPase cycle,TAS
Q9UNA1,R-HSA-9013404,RAC2 GTPase cycle,TAS
Q9UNA1,R-HSA-9013405,RHOD GTPase cycle,TAS
Q9UNA1,R-HSA-9013406,RHOQ GTPase cycle,TAS
Q9UNA1,R-HSA-9013409,RHOJ GTPase cycle,TAS
Q9UNA1,R-HSA-9013423,RAC3 GTPase cycle,TAS
Q9UNA3,R-HSA-913709,O-linked glycosylation of mucins,TAS
Q9UNA4,R-HSA-5656121,Translesion synthesis by POLI,TAS
Q9UNA4,R-HSA-5656169,Termination of translesion DNA synthesis,TAS
Q9UNA4,R-HSA-9968295,Somatic hypermutation of immunoglobulin genes by error-prone mismatch repair (MMR),TAS
Q9UNA4,R-HSA-9968297,Somatic hypermutation of immunoglobulin genes by error-prone base excision repair (BER),TAS
Q9UNA4,R-HSA-9968297,Somatic hypermutation of immunoglobulin genes by error-prone base excision repair (BER),IEA
Q9UNE0,R-HSA-5669034,TNFs bind their physiological receptors,TAS
Q9UNE7,R-HSA-2173788,Downregulation of TGF-beta receptor signaling,TAS
Q9UNE7,R-HSA-5213460,RIPK1-mediated regulated necrosis,TAS
Q9UNE7,R-HSA-5357905,Regulation of TNFR1 signaling,TAS
Q9UNE7,R-HSA-5675482,Regulation of necroptotic cell death,TAS
Q9UNE7,R-HSA-8863795,Downregulation of ERBB2 signaling,TAS
Q9UNE7,R-HSA-8939902,Regulation of RUNX2 expression and activity,TAS
Q9UNE7,R-HSA-8948751,Regulation of PTEN stability and activity,TAS
Q9UNE7,R-HSA-983168,Antigen processing: Ubiquitination & Proteasome degradation,TAS
Q9UNF0,R-HSA-8856828,Clathrin-mediated endocytosis,TAS
Q9UNF1,R-HSA-114608,Platelet degranulation ,TAS
Q9UNG2,R-HSA-5669034,TNFs bind their physiological receptors,TAS
Q9UNH5,R-HSA-176407,Conversion from APC/C:Cdc20 to APC/C:Cdh1 in late anaphase,TAS
Q9UNH5,R-HSA-5687128,MAPK6/MAPK4 signaling,TAS
Q9UNK4,R-HSA-1482788,Acyl chain remodelling of PC,TAS
Q9UNK4,R-HSA-1482801,Acyl chain remodelling of PS,TAS
Q9UNK4,R-HSA-1482839,Acyl chain remodelling of PE,TAS
Q9UNK4,R-HSA-1482922,Acyl chain remodelling of PI,TAS
Q9UNK4,R-HSA-1482925,Acyl chain remodelling of PG,TAS
Q9UNK4,R-HSA-1483166,Synthesis of PA,TAS
Q9UNL2,R-HSA-1799339,SRP-dependent cotranslational protein targeting to membrane,IEA
Q9UNL4,R-HSA-3214847,HATs acetylate histones,TAS
Q9UNM6,R-HSA-1169091,Activation of NF-kappaB in B cells,TAS
Q9UNM6,R-HSA-1234176,Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha,TAS
Q9UNM6,R-HSA-1236974,ER-Phagosome pathway,IEA
Q9UNM6,R-HSA-1236978,Cross-presentation of soluble exogenous antigens (endosomes),TAS
Q9UNM6,R-HSA-174084,Autodegradation of Cdh1 by Cdh1:APC/C,TAS
Q9UNM6,R-HSA-174113,SCF-beta-TrCP mediated degradation of Emi1,TAS
Q9UNM6,R-HSA-174154,APC/C:Cdc20 mediated degradation of Securin,TAS
Q9UNM6,R-HSA-174178,APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1,TAS
Q9UNM6,R-HSA-174184,Cdc20:Phospho-APC/C mediated degradation of Cyclin A,TAS
Q9UNM6,R-HSA-180534,Vpu mediated degradation of CD4,TAS
Q9UNM6,R-HSA-180585,Vif-mediated degradation of APOBEC3G,TAS
Q9UNM6,R-HSA-187577,SCF(Skp2)-mediated degradation of p27/p21,TAS
Q9UNM6,R-HSA-195253,Degradation of beta-catenin by the destruction complex,TAS
Q9UNM6,R-HSA-202424,Downstream TCR signaling,TAS
Q9UNM6,R-HSA-211733,Regulation of activated PAK-2p34 by proteasome mediated degradation,IEA
Q9UNM6,R-HSA-2467813,Separation of Sister Chromatids,TAS
Q9UNM6,R-HSA-2871837,FCERI mediated NF-kB activation,TAS
Q9UNM6,R-HSA-349425,Autodegradation of the E3 ubiquitin ligase COP1,TAS
Q9UNM6,R-HSA-350562,Regulation of ornithine decarboxylase (ODC),TAS
Q9UNM6,R-HSA-382556,ABC-family protein mediated transport,TAS
Q9UNM6,R-HSA-450408,AUF1 (hnRNP D0) binds and destabilizes mRNA,TAS
Q9UNM6,R-HSA-4608870,Asymmetric localization of PCP proteins,TAS
Q9UNM6,R-HSA-4641257,Degradation of AXIN,TAS
Q9UNM6,R-HSA-4641258,Degradation of DVL,TAS
Q9UNM6,R-HSA-5358346,Hedgehog ligand biogenesis,TAS
Q9UNM6,R-HSA-5362768,Hh mutants are degraded by ERAD,TAS
Q9UNM6,R-HSA-5607761,Dectin-1 mediated noncanonical NF-kB signaling,TAS
Q9UNM6,R-HSA-5607764,CLEC7A (Dectin-1) signaling,TAS
Q9UNM6,R-HSA-5610780,Degradation of GLI1 by the proteasome,TAS
Q9UNM6,R-HSA-5610783,Degradation of GLI2 by the proteasome,IEA
Q9UNM6,R-HSA-5610785,GLI3 is processed to GLI3R by the proteasome,TAS
Q9UNM6,R-HSA-5632684,Hedgehog 'on' state,TAS
Q9UNM6,R-HSA-5658442,Regulation of RAS by GAPs,TAS
Q9UNM6,R-HSA-5668541,TNFR2 non-canonical NF-kB pathway,TAS
Q9UNM6,R-HSA-5676590,NIK-->noncanonical NF-kB signaling,TAS
Q9UNM6,R-HSA-5678895,Defective CFTR causes cystic fibrosis,TAS
Q9UNM6,R-HSA-5687128,MAPK6/MAPK4 signaling,TAS
Q9UNM6,R-HSA-5689603,UCH proteinases,TAS
Q9UNM6,R-HSA-5689880,Ub-specific processing proteases,TAS
Q9UNM6,R-HSA-6798695,Neutrophil degranulation,TAS
Q9UNM6,R-HSA-68867,Assembly of the pre-replicative complex,TAS
Q9UNM6,R-HSA-68949,Orc1 removal from chromatin,TAS
Q9UNM6,R-HSA-69017,CDK-mediated phosphorylation and removal of Cdc6,TAS
Q9UNM6,R-HSA-69481,G2/M Checkpoints,TAS
Q9UNM6,R-HSA-69601,Ubiquitin-Mediated Degradation of Phosphorylated Cdc25A,TAS
Q9UNM6,R-HSA-75815,Ubiquitin-dependent degradation of Cyclin D,TAS
Q9UNM6,R-HSA-8852276,The role of GTSE1 in G2/M progression after G2 checkpoint,TAS
Q9UNM6,R-HSA-8854050,FBXL7 down-regulates AURKA during mitotic entry and in early mitosis,TAS
Q9UNM6,R-HSA-8939236,RUNX1 regulates transcription of genes involved in differentiation of HSCs,TAS
Q9UNM6,R-HSA-8939902,Regulation of RUNX2 expression and activity,TAS
Q9UNM6,R-HSA-8939902,Regulation of RUNX2 expression and activity,IEA
Q9UNM6,R-HSA-8941858,Regulation of RUNX3 expression and activity,TAS
Q9UNM6,R-HSA-8948751,Regulation of PTEN stability and activity,TAS
Q9UNM6,R-HSA-8951664,Neddylation,TAS
Q9UNM6,R-HSA-9010553,Regulation of expression of SLITs and ROBOs,IEA
Q9UNM6,R-HSA-9020702,Interleukin-1 signaling,TAS
Q9UNM6,R-HSA-9604323,Negative regulation of NOTCH4 signaling,IEA
Q9UNM6,R-HSA-9755511,KEAP1-NFE2L2 pathway,TAS
Q9UNM6,R-HSA-9762114,GSK3B and BTRC:CUL1-mediated-degradation of NFE2L2,TAS
Q9UNM6,R-HSA-9766229,Degradation of CDH1,TAS
Q9UNM6,R-HSA-9824272,Somitogenesis,IEA
Q9UNM6,R-HSA-983168,Antigen processing: Ubiquitination & Proteasome degradation,TAS
Q9UNM6,R-HSA-9907900,Proteasome assembly,TAS
Q9UNM6,R-HSA-9907900,Proteasome assembly,IEA
Q9UNM6,R-HSA-9929356,GSK3B-mediated proteasomal degradation of PD-L1(CD274),TAS
Q9UNM6,R-HSA-9929491,SPOP-mediated proteasomal degradation of PD-L1(CD274),TAS
Q9UNM6,R-HSA-9931269,AMPK-induced ERAD and lysosome mediated degradation of PD-L1(CD274),TAS
Q9UNM6,R-HSA-9932298,Degradation of CRY and PER proteins,IEA
Q9UNM6,R-HSA-9932298,Degradation of CRY and PER proteins,TAS
Q9UNM6,R-HSA-9954709,Ribosome Quality Control (RQC) complex extracts and degrades nascent peptide,IEA
Q9UNM6,R-HSA-9954709,Ribosome Quality Control (RQC) complex extracts and degrades nascent peptide,TAS
Q9UNM6,R-HSA-9958825,Activation of STAT3 by cadherin engagement,IEA
Q9UNM6,R-HSA-9974237,Negative Regulation of DNA Double Strand Break Response,TAS
Q9UNN8,R-HSA-202733,Cell surface interactions at the vascular wall,TAS
Q9UNN8,R-HSA-9769739,Regulation of clotting cascade,TAS
Q9UNP4,R-HSA-4085001,Sialic acid metabolism,TAS
Q9UNP4,R-HSA-9840309,Glycosphingolipid biosynthesis,TAS
Q9UNP9,R-HSA-6781823,Formation of TC-NER Pre-Incision Complex,TAS
Q9UNP9,R-HSA-6781827,Transcription-Coupled Nucleotide Excision Repair (TC-NER),TAS
Q9UNP9,R-HSA-6782135,Dual incision in TC-NER,TAS
Q9UNP9,R-HSA-6782210,Gap-filling DNA repair synthesis and ligation in TC-NER,TAS
Q9UNP9,R-HSA-6798695,Neutrophil degranulation,TAS
Q9UNP9,R-HSA-72163,mRNA Splicing - Major Pathway,TAS
Q9UNP9,R-HSA-9918481,Dengue Virus-Host Interactions,TAS
Q9UNQ0,R-HSA-1660661,Sphingolipid de novo biosynthesis,TAS
Q9UNQ0,R-HSA-189451,Heme biosynthesis,TAS
Q9UNQ0,R-HSA-189483,Heme degradation,TAS
Q9UNQ0,R-HSA-2161517,Abacavir transmembrane transport,IEA
Q9UNQ0,R-HSA-917937,Iron uptake and transport,TAS
Q9UNQ0,R-HSA-9725554,Differentiation of Keratinocytes in Interfollicular Epidermis in Mammalian Skin,TAS
Q9UNQ0,R-HSA-9753281,Paracetamol ADME,TAS
Q9UNQ0,R-HSA-9793528,Ciprofloxacin ADME,TAS
Q9UNQ0,R-HSA-9818032,NFE2L2 regulating MDR associated enzymes,TAS
Q9UNQ2,R-HSA-6790901,rRNA modification in the nucleus and cytosol,TAS
Q9UNS1,R-HSA-5693607,Processing of DNA double-strand break ends,TAS
Q9UNS2,R-HSA-5696394,DNA Damage Recognition in GG-NER,TAS
Q9UNS2,R-HSA-6781823,Formation of TC-NER Pre-Incision Complex,TAS
Q9UNS2,R-HSA-8856825,Cargo recognition for clathrin-mediated endocytosis,TAS
Q9UNS2,R-HSA-8951664,Neddylation,TAS
Q9UNU6,R-HSA-193368,Synthesis of bile acids and bile salts via 7alpha-hydroxycholesterol,TAS
Q9UNU6,R-HSA-193807,Synthesis of bile acids and bile salts via 27-hydroxycholesterol,TAS
Q9UNU6,R-HSA-211979,Eicosanoids,TAS
Q9UNU6,R-HSA-211994,Sterols are 12-hydroxylated by CYP8B1,TAS
Q9UNU6,R-HSA-2162123,Synthesis of Prostaglandins (PG) and Thromboxanes (TX),TAS
Q9UNW1,R-HSA-1855231,Synthesis of IPs in the ER lumen,TAS
Q9UNW8,R-HSA-373076,Class A/1 (Rhodopsin-like receptors),TAS
Q9UNW8,R-HSA-416476,G alpha (q) signalling events,TAS
Q9UNX3,R-HSA-156827,L13a-mediated translational silencing of Ceruloplasmin expression,TAS
Q9UNX3,R-HSA-156902,Peptide chain elongation,IEA
Q9UNX3,R-HSA-1799339,SRP-dependent cotranslational protein targeting to membrane,IEA
Q9UNX3,R-HSA-1799339,SRP-dependent cotranslational protein targeting to membrane,TAS
Q9UNX3,R-HSA-192823,Viral mRNA Translation,TAS
Q9UNX3,R-HSA-2408557,Selenocysteine synthesis,IEA
Q9UNX3,R-HSA-6791226,Major pathway of rRNA processing in the nucleolus and cytosol,TAS
Q9UNX3,R-HSA-72689,Formation of a pool of free 40S subunits,TAS
Q9UNX3,R-HSA-72706,GTP hydrolysis and joining of the 60S ribosomal subunit,TAS
Q9UNX3,R-HSA-72764,Eukaryotic Translation Termination,IEA
Q9UNX3,R-HSA-9010553,Regulation of expression of SLITs and ROBOs,IEA
Q9UNX3,R-HSA-9633012,Response of EIF2AK4 (GCN2) to amino acid deficiency,IEA
Q9UNX3,R-HSA-975956,Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC),TAS
Q9UNX3,R-HSA-975957,Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC),TAS
Q9UNX3,R-HSA-9954709,Ribosome Quality Control (RQC) complex extracts and degrades nascent peptide,IEA
Q9UNX3,R-HSA-9954709,Ribosome Quality Control (RQC) complex extracts and degrades nascent peptide,TAS
Q9UNX3,R-HSA-9954714,PELO:HBS1L and ABCE1 dissociate a ribosome on a non-stop mRNA,TAS
Q9UNX3,R-HSA-9954716,ZNF598 and the Ribosome-associated Quality Trigger (RQT) complex dissociate a ribosome stalled on a no-go mRNA,TAS
Q9UNX4,R-HSA-6790901,rRNA modification in the nucleus and cytosol,IEA
Q9UNX4,R-HSA-6791226,Major pathway of rRNA processing in the nucleolus and cytosol,TAS
Q9UNX9,R-HSA-1296053,Classical Kir channels,TAS
Q9UNX9,R-HSA-5576886,Phase 4 - resting membrane potential,TAS
Q9UNZ2,R-HSA-9013407,RHOH GTPase cycle,TAS
Q9UP38,R-HSA-201681,TCF dependent signaling in response to WNT,IEA
Q9UP38,R-HSA-373080,Class B/2 (Secretin family receptors),IEA
Q9UP38,R-HSA-4086400,PCP/CE pathway,IEA
Q9UP38,R-HSA-4086400,PCP/CE pathway,TAS
Q9UP38,R-HSA-4608870,Asymmetric localization of PCP proteins,TAS
Q9UP38,R-HSA-4641262,Disassembly of the destruction complex and recruitment of AXIN to the membrane,TAS
Q9UP38,R-HSA-4641262,Disassembly of the destruction complex and recruitment of AXIN to the membrane,IEA
Q9UP52,R-HSA-917977,Transferrin endocytosis and recycling,TAS
Q9UP65,R-HSA-1482788,Acyl chain remodelling of PC,TAS
Q9UP65,R-HSA-1482839,Acyl chain remodelling of PE,TAS
Q9UP65,R-HSA-1482922,Acyl chain remodelling of PI,TAS
Q9UP65,R-HSA-1483115,Hydrolysis of LPC,TAS
Q9UP65,R-HSA-1483152,Hydrolysis of LPE,TAS
Q9UP79,R-HSA-1474228,Degradation of the extracellular matrix,IEA
Q9UP79,R-HSA-5083635,Defective B3GALTL causes PpS,TAS
Q9UP79,R-HSA-5173214,O-glycosylation of TSR domain-containing proteins,TAS
Q9UP83,R-HSA-6807878,COPI-mediated anterograde transport,TAS
Q9UP83,R-HSA-6811438,Intra-Golgi traffic,TAS
Q9UP83,R-HSA-6811440,Retrograde transport at the Trans-Golgi-Network,TAS
Q9UP95,R-HSA-426117,Cation-coupled Chloride cotransporters,TAS
Q9UPA5,R-HSA-9662360,Sensory processing of sound by inner hair cells of the cochlea,IEA
Q9UPM8,R-HSA-432720,Lysosome Vesicle Biogenesis,TAS
