year,geo_name,short_indicator_text,long_indicator_text,stratification1,stratification_group1,stratification2,stratification_group2,cost_value
2021,Illinois,Total Costs,Annual Total Costs Attributable to Diabetes,Sex,Males,Age,19+,6712.5
2021,Nebraska,Total Costs,Annual Total Costs Attributable to Diabetes,Sex,Overall,Age,65+,868.7
2021,Ohio,Total Costs,Annual Total Costs Attributable to Diabetes,Sex,Overall,Age,19+,13848.7
2021,Rhode Island,Total Costs,Annual Total Costs Attributable to Diabetes,Sex,Females,Age,19+,958.0
2021,South Dakota,Total Costs,Annual Total Costs Attributable to Diabetes,Sex,Males,Age,19-64,689.0
2021,United States,Total Costs,Annual Total Costs Attributable to Diabetes,Sex,Females,Age,19-64,21083.0
2021,Alaska,Absenteeism,Annual Work Absenteeism Costs Attributable to Diabetes,Sex,Overall,Age,18-74,23.2
2021,Arkansas,Household Productivity,Annual Household Productivity Losses Attributable to Diabetes,Sex,Males,Age,75+,269.0
2021,Connecticut,Inability to Work,Annual Costs of Inability to Work Attributable to Diabetes,Sex,Females,Age,18-44,69.9
2021,Delaware,Household Productivity,Annual Household Productivity Losses Attributable to Diabetes,Sex,Females,Age,75+,387.0
2021,Georgia,Indirect Costs,Annual Total Indirect Costs Attributable to Diabetes,,,,,2577.0
2021,Georgia,Inability to Work,Annual Costs of Inability to Work Attributable to Diabetes,Sex,Females,Age,18-74,2630.0
2021,Georgia,Inability to Work,Annual Costs of Inability to Work Attributable to Diabetes,Sex,Overall,Age,18-44,544.4
2021,Idaho,Indirect Costs,Annual Total Indirect Costs Attributable to Diabetes,,,,,306.0
2021,Indiana,Household Productivity,Annual Household Productivity Losses Attributable to Diabetes,Sex,Males,Age,18+,281.0
2021,Kentucky,Inability to Work,Annual Costs of Inability to Work Attributable to Diabetes,Sex,Females,Age,18-44,3180.0
2021,Kentucky,Presenteeism,Annual Work Presenteeism Costs Attributable to Diabetes,Sex,Males,Age,45-64,3334.0
2021,Louisiana,Absenteeism,Annual Work Absenteeism Costs Attributable to Diabetes,Sex,Females,Age,65-74,72.0
2021,Louisiana,Absenteeism,Annual Work Absenteeism Costs Attributable to Diabetes,Sex,Males,Age,18-74,377.0
2021,Louisiana,Household Productivity,Annual Household Productivity Losses Attributable to Diabetes,Sex,Males,Age,75+,276.0
2021,Maryland,Household Productivity,Annual Household Productivity Losses Attributable to Diabetes,Sex,Overall,Age,18+,482.0
2021,Massachusetts,Indirect Costs,Annual Total Indirect Costs Attributable to Diabetes,,,,,3348.6
2021,Michigan,Indirect Costs,Annual Total Indirect Costs Attributable to Diabetes,,,,,4308.4
2021,Michigan,Household Productivity,Annual Household Productivity Losses Attributable to Diabetes,Sex,Overall,Age,75+,7.1
2021,New Jersey,Indirect Costs,Annual Total Indirect Costs Attributable to Diabetes,,,,,7713.9
2021,New Jersey,Inability to Work,Annual Costs of Inability to Work Attributable to Diabetes,Sex,Overall,Age,18-44,3836.0
2021,New Mexico,Absenteeism,Annual Work Absenteeism Costs Attributable to Diabetes,Sex,Overall,Age,65-74,3.9
2021,New York,Household Productivity,Annual Household Productivity Losses Attributable to Diabetes,Sex,Females,Age,75+,365.0
2021,New York,Household Productivity,Annual Household Productivity Losses Attributable to Diabetes,Sex,Males,Age,75+,442.0
2021,Oklahoma,Absenteeism,Annual Work Absenteeism Costs Attributable to Diabetes,Sex,Males,Age,18-74,765.0
2021,Oklahoma,Household Productivity,Annual Household Productivity Losses Attributable to Diabetes,Sex,Males,Age,65-74,303.0
2021,Pennsylvania,Absenteeism,Annual Work Absenteeism Costs Attributable to Diabetes,Sex,Males,Age,45-64,158.7
2021,Rhode Island,Indirect Costs,Annual Total Indirect Costs Attributable to Diabetes,,,,,402.1
2021,South Carolina,Absenteeism,Annual Work Absenteeism Costs Attributable to Diabetes,Sex,Overall,Age,65-74,60.0
2021,South Carolina,Premature Mortality,Mortality Costs Attributable to Diabetes Deaths,Sex,Overall,Age,45-64,1618.4
2021,South Dakota,Absenteeism,Annual Work Absenteeism Costs Attributable to Diabetes,Sex,Overall,Age,45-64,17.7
2021,Tennessee,Absenteeism,Annual Work Absenteeism Costs Attributable to Diabetes,Sex,Females,Age,65-74,75.0
2021,Tennessee,Absenteeism,Annual Work Absenteeism Costs Attributable to Diabetes,Sex,Overall,Age,45-64,571.0
2021,Virginia,Household Productivity,Annual Household Productivity Losses Attributable to Diabetes,Sex,Males,Age,75+,365.0
2021,Wisconsin,Absenteeism,Annual Work Absenteeism Costs Attributable to Diabetes,Sex,Overall,Age,18-74,820.0
2021,Wisconsin,Inability to Work,Annual Costs of Inability to Work Attributable to Diabetes,Sex,Females,Age,65-74,1253.0
2021,Wisconsin,Inability to Work,Annual Costs of Inability to Work Attributable to Diabetes,Sex,Males,Age,18-74,555.8
2021,Arizona,By Payer,"Annual Direct Medical Costs Attributable to Diabetes, by Payer",Sex,Overall,Age,19-64,
2021,Colorado,By Payer,"Annual Direct Medical Costs Attributable to Diabetes, by Payer",Sex,Overall,Age,19-64,944.9
2021,Connecticut,By Payer,"Annual Direct Medical Costs Attributable to Diabetes, by Payer",Sex,Overall,Age,19-64,
2021,Hawaii,All Payers,"Annual Direct Medical Costs Attributable to Diabetes, All Payers",Sex,Females,Age,19-64,11682.0
2021,Kansas,By Payer,"Annual Direct Medical Costs Attributable to Diabetes, by Payer",Sex,Overall,Age,65+,
2021,Maine,By Payer,"Annual Direct Medical Costs Attributable to Diabetes, by Payer",Sex,Overall,Age,65+,
2021,Maryland,By Payer,"Annual Direct Medical Costs Attributable to Diabetes, by Payer",Sex,Overall,Age,65+,
2021,Missouri,By Payer,"Annual Direct Medical Costs Attributable to Diabetes, by Payer",Sex,Overall,Age,19-64,
2021,New Mexico,By Payer,"Annual Direct Medical Costs Attributable to Diabetes, by Payer",Sex,Males,Age,19+,9566.0
2021,North Dakota,By Payer,"Annual Direct Medical Costs Attributable to Diabetes, by Payer",Sex,Overall,Age,19+,6308.0
2021,Ohio,By Payer,"Annual Direct Medical Costs Attributable to Diabetes, by Payer",Sex,Overall,Age,65+,
2021,Oklahoma,By Payer,"Annual Direct Medical Costs Attributable to Diabetes, by Payer",Sex,Overall,Age,65+,
2021,Pennsylvania,By Payer,"Annual Direct Medical Costs Attributable to Diabetes, by Payer",Sex,Overall,Age,65+,4388.5
2021,Texas,By Payer,"Annual Direct Medical Costs Attributable to Diabetes, by Payer",Sex,Overall,Age,19-64,3161.0
2021,Hawaii,Private Insurers,Estimated Annual Diabetes-attributable Medical Costs Incurred by Private Insurers,Sex,Males,Age,19-64,6607.0
2021,Texas,Private Insurers,Estimated Annual Diabetes-attributable Medical Costs Incurred by Private Insurers,Sex,Overall,Age,65+,1289.3
2021,Virginia,Inability to Work,Annual Costs of Inability to Work Attributable to Diabetes,Sex,Males,Age,18-74,14012.0
2021,Alaska,Absenteeism,Annual Work Absenteeism Costs Attributable to Diabetes,Sex,Males,Age,18-44,833.0
2021,Missouri,Presenteeism,Annual Work Presenteeism Costs Attributable to Diabetes,Sex,Males,Age,18-74,733.5
2021,Kentucky,Total Costs,Annual Total Costs Attributable to Diabetes,Sex,Overall,Age,65+,1951.8
2021,Vermont,Inability to Work,Annual Costs of Inability to Work Attributable to Diabetes,Sex,Females,Age,45-64,23.1
2021,District Of Columbia,By Payer,"Annual Direct Medical Costs Attributable to Diabetes, by Payer",Sex,Overall,Age,19+,17911.0
2021,Delaware,"By Payer, Sex, Age","Annual Direct Medical Costs Attributable to Diabetes, by Payer, Sex, and Age Group",Sex,Males,Age,19-64,193.8
2021,Mississippi,Total Costs,Annual Total Costs Attributable to Diabetes,Sex,Overall,Age,19-64,24024.0
2021,Alaska,Total Costs,Annual Total Costs Attributable to Diabetes,Sex,Overall,Age,65+,188.6
2021,North Dakota,Inability to Work,Annual Costs of Inability to Work Attributable to Diabetes,Sex,Females,Age,18-44,10.3
2021,Connecticut,By Payer,"Annual Direct Medical Costs Attributable to Diabetes, by Payer",Sex,Overall,Age,19+,9960.0
2021,Arkansas,"By Payer, Sex, Age","Annual Direct Medical Costs Attributable to Diabetes, by Payer, Sex, and Age Group",Sex,Males,Age,19+,639.9
2021,Illinois,Inability to Work,Annual Costs of Inability to Work Attributable to Diabetes,Sex,Males,Age,45-64,12322.0
2021,Iowa,Absenteeism,Annual Work Absenteeism Costs Attributable to Diabetes,Sex,Males,Age,45-64,915.0
2021,Massachusetts,Absenteeism,Annual Work Absenteeism Costs Attributable to Diabetes,Sex,Males,Age,65-74,50.0
2021,Indiana,Inability to Work,Annual Costs of Inability to Work Attributable to Diabetes,Sex,Overall,Age,45-64,3372.0
2021,Wisconsin,Household Productivity,Annual Household Productivity Losses Attributable to Diabetes,Sex,Overall,Age,75+,7.1
2021,New Jersey,Presenteeism,Annual Work Presenteeism Costs Attributable to Diabetes,Sex,Overall,Age,65-74,1187.0
2021,Pennsylvania,Inability to Work,Annual Costs of Inability to Work Attributable to Diabetes,Sex,Females,Age,18-74,854.0
2021,Tennessee,Inability to Work,Annual Costs of Inability to Work Attributable to Diabetes,Sex,Males,Age,65-74,69989.0
2021,Alaska,Household Productivity,Annual Household Productivity Losses Attributable to Diabetes,Sex,Females,Age,18-44,1.4
2021,Minnesota,Premature Mortality,Mortality Costs Attributable to Diabetes Deaths,Sex,Overall,Age,75-84,923.0
2021,California,Inability to Work,Annual Costs of Inability to Work Attributable to Diabetes,Sex,Females,Age,18-44,18002.0
2021,Utah,Household Productivity,Annual Household Productivity Losses Attributable to Diabetes,Sex,Males,Age,18+,6.1
2021,Missouri,Premature Mortality,Mortality Costs Attributable to Diabetes Deaths,Sex,Females,Age,45-64,929.0
2021,Illinois,Premature Mortality,Mortality Costs Attributable to Diabetes Deaths,Sex,Males,Age,45-64,1661.5
2021,Oklahoma,Total Costs,Annual Total Costs Attributable to Diabetes,Sex,Females,Age,65+,1254.8
2021,Vermont,Total Costs,Annual Total Costs Attributable to Diabetes,Sex,Males,Age,19-64,409.4
2021,Arizona,"By Payer, Sex, Age","Annual Direct Medical Costs Attributable to Diabetes, by Payer, Sex, and Age Group",Sex,Overall,Age,65+,217.2
2021,Illinois,Presenteeism,Annual Work Presenteeism Costs Attributable to Diabetes,Sex,Overall,Age,65-74,1028.0
2021,Indiana,Premature Mortality,Mortality Costs Attributable to Diabetes Deaths,Sex,Males,Age,18-44,98.8
2021,Nevada,Total Costs,Annual Total Costs Attributable to Diabetes,Sex,Overall,Age,19-64,23297.0
2021,New Mexico,Absenteeism,Annual Work Absenteeism Costs Attributable to Diabetes,Sex,Overall,Age,18-74,900.0
2021,Arkansas,Premature Mortality,Mortality Costs Attributable to Diabetes Deaths,Sex,Females,Age,65-74,24.4
2021,Maryland,Presenteeism,Annual Work Presenteeism Costs Attributable to Diabetes,Sex,Males,Age,18-74,6779.0
2021,Hawaii,All Payers,"Annual Direct Medical Costs Attributable to Diabetes, All Payers",Sex,Overall,Age,65+,9929.0
2021,West Virginia,Presenteeism,Annual Work Presenteeism Costs Attributable to Diabetes,Sex,Males,Age,65-74,4275.0
2021,New Mexico,Household Productivity,Annual Household Productivity Losses Attributable to Diabetes,Sex,Females,Age,75+,6.3
2021,Nebraska,Presenteeism,Annual Work Presenteeism Costs Attributable to Diabetes,Sex,Males,Age,45-64,114.9
2021,Arizona,Presenteeism,Annual Work Presenteeism Costs Attributable to Diabetes,Sex,Males,Age,45-64,16.0
2021,Texas,Indirect Costs,Annual Total Indirect Costs Attributable to Diabetes,,,,,347.0
2021,Arkansas,By Payer,"Annual Direct Medical Costs Attributable to Diabetes, by Payer",Sex,Females,Age,65+,
2021,Kansas,Absenteeism,Annual Work Absenteeism Costs Attributable to Diabetes,Sex,Overall,Age,18-74,78.7
2021,Texas,Presenteeism,Annual Work Presenteeism Costs Attributable to Diabetes,Sex,Females,Age,18-44,16.0
2021,Delaware,Premature Mortality,Mortality Costs Attributable to Diabetes Deaths,Sex,Males,Age,18-84,541.0
2021,North Dakota,Premature Mortality,Mortality Costs Attributable to Diabetes Deaths,Sex,Overall,Age,65-74,22.1
2021,District Of Columbia,Presenteeism,Annual Work Presenteeism Costs Attributable to Diabetes,Sex,Males,Age,45-64,11134.0
2021,Alaska,"By Payer, Sex, Age","Annual Direct Medical Costs Attributable to Diabetes, by Payer, Sex, and Age Group",Sex,Overall,Age,65+,74.4
2021,United States,Total Costs,Annual Total Costs Attributable to Diabetes,Sex,Overall,Age,65+,156166.8
2021,Missouri,Presenteeism,Annual Work Presenteeism Costs Attributable to Diabetes,Sex,Overall,Age,18-44,16.1
2021,Colorado,By Payer,"Annual Direct Medical Costs Attributable to Diabetes, by Payer",Sex,Females,Age,19-64,
2021,South Dakota,Total Costs,Annual Total Costs Attributable to Diabetes,Sex,Overall,Age,19-64,532.1
2021,District Of Columbia,Presenteeism,Annual Work Presenteeism Costs Attributable to Diabetes,Sex,Overall,Age,18-74,3999.0
2021,Arizona,Absenteeism,Annual Work Absenteeism Costs Attributable to Diabetes,Sex,Overall,Age,65-74,2.0
2021,Nebraska,Household Productivity,Annual Household Productivity Losses Attributable to Diabetes,Sex,Females,Age,45-64,528.0
2021,Wyoming,Absenteeism,Annual Work Absenteeism Costs Attributable to Diabetes,Sex,Males,Age,45-64,1078.0
2021,Nevada,Presenteeism,Annual Work Presenteeism Costs Attributable to Diabetes,Sex,Overall,Age,45-64,2873.0
2021,Michigan,Total Costs,Annual Total Costs Attributable to Diabetes,Sex,Females,Age,65+,634.2
2021,Massachusetts,Absenteeism,Annual Work Absenteeism Costs Attributable to Diabetes,Sex,Males,Age,45-64,96.3
2021,Connecticut,"By Payer, Sex, Age","Annual Direct Medical Costs Attributable to Diabetes, by Payer, Sex, and Age Group",Sex,Males,Age,65+,316.6
2021,Delaware,By Payer,"Annual Direct Medical Costs Attributable to Diabetes, by Payer",Sex,Overall,Age,19+,12622.0
2021,Alabama,By Payer,"Annual Direct Medical Costs Attributable to Diabetes, by Payer",Sex,Overall,Age,19-64,3335.9
2021,Nebraska,Absenteeism,Annual Work Absenteeism Costs Attributable to Diabetes,Sex,Males,Age,45-64,932.0
2021,Georgia,Household Productivity,Annual Household Productivity Losses Attributable to Diabetes,Sex,Males,Age,65-74,42.8
2021,Michigan,Premature Mortality,Mortality Costs Attributable to Diabetes Deaths,Sex,Males,Age,18-44,136.7
2021,Tennessee,Presenteeism,Annual Work Presenteeism Costs Attributable to Diabetes,Sex,Males,Age,18-74,5080.0
2021,Florida,Presenteeism,Annual Work Presenteeism Costs Attributable to Diabetes,Sex,Males,Age,18-74,2160.9
2021,District Of Columbia,Indirect Costs,Annual Total Indirect Costs Attributable to Diabetes,,,,,9977.0
2021,Alabama,Indirect Costs,Annual Total Indirect Costs Attributable to Diabetes,,,,,967.6
2021,Illinois,Premature Mortality,Mortality Costs Attributable to Diabetes Deaths,Sex,Females,Age,65-74,68.9
2021,Oklahoma,Presenteeism,Annual Work Presenteeism Costs Attributable to Diabetes,Sex,Males,Age,65-74,4456.0
2021,Oregon,Total Costs,Annual Total Costs Attributable to Diabetes,Sex,Males,Age,19+,22566.0
2021,Wisconsin,Indirect Costs,Annual Total Indirect Costs Attributable to Diabetes,,,,,3743.0
2021,Georgia,Total Costs,Annual Total Costs Attributable to Diabetes,Sex,Males,Age,65+,2007.6
2021,North Carolina,Premature Mortality,Mortality Costs Attributable to Diabetes Deaths,Sex,Females,Age,18-44,197.1
2021,United States,Indirect Costs,Annual Total Indirect Costs Attributable to Diabetes,,,,,157557.6
2021,Virginia,Total Costs,Annual Total Costs Attributable to Diabetes,Sex,Males,Age,19-64,7112.6
2021,Vermont,Premature Mortality,Mortality Costs Attributable to Diabetes Deaths,Sex,Overall,Age,65-74,136.0
2021,Georgia,All Payers,"Annual Direct Medical Costs Attributable to Diabetes, All Payers",Sex,Males,Age,65+,9313.0
2021,Alabama,Presenteeism,Annual Work Presenteeism Costs Attributable to Diabetes,Sex,Females,Age,45-64,16.0
2021,Maine,Absenteeism,Annual Work Absenteeism Costs Attributable to Diabetes,Sex,Females,Age,45-64,4.8
2021,Illinois,Presenteeism,Annual Work Presenteeism Costs Attributable to Diabetes,Sex,Females,Age,18-74,2008.0
2021,United States,Absenteeism,Annual Work Absenteeism Costs Attributable to Diabetes,Sex,Overall,Age,65-74,602.0
2021,Nevada,Absenteeism,Annual Work Absenteeism Costs Attributable to Diabetes,Sex,Overall,Age,45-64,3.6
2021,Delaware,Presenteeism,Annual Work Presenteeism Costs Attributable to Diabetes,Sex,Overall,Age,45-64,5913.0
2021,Rhode Island,Total Costs,Annual Total Costs Attributable to Diabetes,Sex,Overall,Age,19-64,27522.0
2021,West Virginia,Premature Mortality,Mortality Costs Attributable to Diabetes Deaths,Sex,Females,Age,65-74,20.5
2021,Massachusetts,Household Productivity,Annual Household Productivity Losses Attributable to Diabetes,Sex,Overall,Age,18-44,579.0
2021,North Carolina,Premature Mortality,Mortality Costs Attributable to Diabetes Deaths,Sex,Overall,Age,18-44,1230.6
2021,Alaska,"By Payer, Sex, Age","Annual Direct Medical Costs Attributable to Diabetes, by Payer, Sex, and Age Group",Sex,Males,Age,65+,102.6
2021,Illinois,Inability to Work,Annual Costs of Inability to Work Attributable to Diabetes,Sex,Females,Age,18-74,18791.0
2021,Kentucky,Household Productivity,Annual Household Productivity Losses Attributable to Diabetes,Sex,Overall,Age,18-44,233.0
2021,Kentucky,Total Costs,Annual Total Costs Attributable to Diabetes,Sex,Overall,Age,19+,11420.5
2021,Vermont,Inability to Work,Annual Costs of Inability to Work Attributable to Diabetes,Sex,Males,Age,18-44,2921.0
2021,Mississippi,Household Productivity,Annual Household Productivity Losses Attributable to Diabetes,Sex,Females,Age,75+,272.0
2021,Delaware,Premature Mortality,Mortality Costs Attributable to Diabetes Deaths,Sex,Males,Age,75-84,178.0
2021,Oklahoma,Total Costs,Annual Total Costs Attributable to Diabetes,Sex,Overall,Age,19-64,5636.1
2021,Idaho,Inability to Work,Annual Costs of Inability to Work Attributable to Diabetes,Sex,Males,Age,18-44,57268.0
2021,New York,Presenteeism,Annual Work Presenteeism Costs Attributable to Diabetes,Sex,Females,Age,18-74,16.0
2021,Kentucky,Inability to Work,Annual Costs of Inability to Work Attributable to Diabetes,Sex,Females,Age,18-74,9313.0
2021,Utah,Absenteeism,Annual Work Absenteeism Costs Attributable to Diabetes,Sex,Males,Age,65-74,0.6
2021,Colorado,"By Payer, Sex, Age","Annual Direct Medical Costs Attributable to Diabetes, by Payer, Sex, and Age Group",Sex,Overall,Age,19+,782.6
2021,New Hampshire,Absenteeism,Annual Work Absenteeism Costs Attributable to Diabetes,Sex,Overall,Age,18-44,607.0
2021,Indiana,Absenteeism,Annual Work Absenteeism Costs Attributable to Diabetes,Sex,Overall,Age,18-44,32.4
2021,Maine,Premature Mortality,Mortality Costs Attributable to Diabetes Deaths,Sex,Females,Age,65-74,31.3
2021,Florida,By Payer,"Annual Direct Medical Costs Attributable to Diabetes, by Payer",Sex,Overall,Age,19+,4644.0
2021,Arizona,Presenteeism,Annual Work Presenteeism Costs Attributable to Diabetes,Sex,Females,Age,45-64,4311.0
2021,Virginia,Presenteeism,Annual Work Presenteeism Costs Attributable to Diabetes,Sex,Overall,Age,18-74,1658.8
2021,District Of Columbia,Inability to Work,Annual Costs of Inability to Work Attributable to Diabetes,Sex,Overall,Age,18-44,55.3
2021,Kansas,Inability to Work,Annual Costs of Inability to Work Attributable to Diabetes,Sex,Males,Age,65-74,1408.0
2021,Nevada,Total Costs,Annual Total Costs Attributable to Diabetes,Sex,Females,Age,19-64,726.2
2021,Iowa,Inability to Work,Annual Costs of Inability to Work Attributable to Diabetes,Sex,Overall,Age,18-74,524.6
2021,Texas,Household Productivity,Annual Household Productivity Losses Attributable to Diabetes,Sex,Males,Age,75+,6.6
2021,South Carolina,Total Costs,Annual Total Costs Attributable to Diabetes,Sex,Overall,Age,65+,13267.0
2021,Texas,Inability to Work,Annual Costs of Inability to Work Attributable to Diabetes,Sex,Females,Age,18-44,756.5
2021,Maryland,Premature Mortality,Mortality Costs Attributable to Diabetes Deaths,Sex,Overall,Age,18-84,4676.0
2021,Texas,Inability to Work,Annual Costs of Inability to Work Attributable to Diabetes,Sex,Overall,Age,45-64,3665.0
2021,Missouri,Absenteeism,Annual Work Absenteeism Costs Attributable to Diabetes,Sex,Females,Age,65-74,547.0
2021,Rhode Island,Absenteeism,Annual Work Absenteeism Costs Attributable to Diabetes,Sex,Males,Age,65-74,42.0
2021,Idaho,Household Productivity,Annual Household Productivity Losses Attributable to Diabetes,Sex,Overall,Age,18-44,5.7
2021,Nevada,Inability to Work,Annual Costs of Inability to Work Attributable to Diabetes,Sex,Females,Age,65-74,1347.0
2021,New Mexico,Presenteeism,Annual Work Presenteeism Costs Attributable to Diabetes,Sex,Males,Age,18-74,16.1
2021,Arkansas,Household Productivity,Annual Household Productivity Losses Attributable to Diabetes,Sex,Overall,Age,18+,339.0
2021,Pennsylvania,Total Costs,Annual Total Costs Attributable to Diabetes,Sex,Overall,Age,19-64,7410.4
2021,South Dakota,Household Productivity,Annual Household Productivity Losses Attributable to Diabetes,Sex,Females,Age,18-44,545.0
2021,Hawaii,Household Productivity,Annual Household Productivity Losses Attributable to Diabetes,Sex,Overall,Age,65-74,12.8
2021,Arkansas,Total Costs,Annual Total Costs Attributable to Diabetes,Sex,Males,Age,65+,667.8
2021,South Dakota,Premature Mortality,Mortality Costs Attributable to Diabetes Deaths,Sex,Males,Age,18-74,50.1
2021,Louisiana,Inability to Work,Annual Costs of Inability to Work Attributable to Diabetes,Sex,Females,Age,45-64,4996.0
2021,South Dakota,Household Productivity,Annual Household Productivity Losses Attributable to Diabetes,Sex,Females,Age,75+,3.6
2021,Kentucky,Household Productivity,Annual Household Productivity Losses Attributable to Diabetes,Sex,Females,Age,18+,8.1
2021,Rhode Island,Absenteeism,Annual Work Absenteeism Costs Attributable to Diabetes,Sex,Males,Age,65-74,0.6
2021,Arkansas,Presenteeism,Annual Work Presenteeism Costs Attributable to Diabetes,Sex,Males,Age,45-64,3211.0
2021,South Carolina,Presenteeism,Annual Work Presenteeism Costs Attributable to Diabetes,Sex,Females,Age,18-74,16.0
2021,Vermont,Absenteeism,Annual Work Absenteeism Costs Attributable to Diabetes,Sex,Females,Age,65-74,122.0
2021,Wisconsin,Total Costs,Annual Total Costs Attributable to Diabetes,Sex,Females,Age,65+,1125.0
2021,North Carolina,Total Costs,Annual Total Costs Attributable to Diabetes,Sex,Females,Age,19+,16680.0
2021,New York,Household Productivity,Annual Household Productivity Losses Attributable to Diabetes,Sex,Females,Age,18-44,82.6
2021,New York,Premature Mortality,Mortality Costs Attributable to Diabetes Deaths,Sex,Males,Age,18-84,8103.0
2021,Oklahoma,Presenteeism,Annual Work Presenteeism Costs Attributable to Diabetes,Sex,Females,Age,18-44,1801.0
2021,New York,Total Costs,Annual Total Costs Attributable to Diabetes,Sex,Females,Age,19-64,5806.5
2021,Alaska,Premature Mortality,Mortality Costs Attributable to Diabetes Deaths,Sex,Females,Age,45-64,23.6
2021,Alaska,Premature Mortality,Mortality Costs Attributable to Diabetes Deaths,Sex,Males,Age,18-44,13.2
2021,Minnesota,Absenteeism,Annual Work Absenteeism Costs Attributable to Diabetes,Sex,Males,Age,45-64,1082.0
2021,Georgia,Household Productivity,Annual Household Productivity Losses Attributable to Diabetes,Sex,Overall,Age,45-64,9.2
2021,California,Inability to Work,Annual Costs of Inability to Work Attributable to Diabetes,Sex,Overall,Age,18-44,28701.0
2021,District Of Columbia,Inability to Work,Annual Costs of Inability to Work Attributable to Diabetes,Sex,Overall,Age,45-64,781.0
2021,Idaho,By Payer,"Annual Direct Medical Costs Attributable to Diabetes, by Payer",Sex,Females,Age,19+,
2021,Florida,Presenteeism,Annual Work Presenteeism Costs Attributable to Diabetes,Sex,Males,Age,45-64,16.0
2021,Utah,Premature Mortality,Mortality Costs Attributable to Diabetes Deaths,Sex,Females,Age,65-74,241.0
2021,New Jersey,Inability to Work,Annual Costs of Inability to Work Attributable to Diabetes,Sex,Females,Age,18-74,758.4
2021,Wyoming,Inability to Work,Annual Costs of Inability to Work Attributable to Diabetes,Sex,Overall,Age,18-74,87.8
2021,Colorado,Premature Mortality,Mortality Costs Attributable to Diabetes Deaths,Sex,Females,Age,75-84,11.3
2021,New Hampshire,Presenteeism,Annual Work Presenteeism Costs Attributable to Diabetes,Sex,Males,Age,65-74,1415.0
2021,Washington,Absenteeism,Annual Work Absenteeism Costs Attributable to Diabetes,Sex,Females,Age,18-44,480.0
2021,Massachusetts,Total Costs,Annual Total Costs Attributable to Diabetes,Sex,Males,Age,19-64,35396.0
2021,District Of Columbia,Absenteeism,Annual Work Absenteeism Costs Attributable to Diabetes,Sex,Overall,Age,18-74,28.2
2021,Iowa,Household Productivity,Annual Household Productivity Losses Attributable to Diabetes,Sex,Males,Age,45-64,14.9
2021,Florida,Presenteeism,Annual Work Presenteeism Costs Attributable to Diabetes,Sex,Overall,Age,45-64,5185.0
2021,California,"By Payer, Sex, Age","Annual Direct Medical Costs Attributable to Diabetes, by Payer, Sex, and Age Group",Sex,Overall,Age,19+,16369.8
2021,New Jersey,Presenteeism,Annual Work Presenteeism Costs Attributable to Diabetes,Sex,Females,Age,18-44,16.0
2021,Alaska,By Payer,"Annual Direct Medical Costs Attributable to Diabetes, by Payer",Sex,Males,Age,19+,
2021,North Dakota,Household Productivity,Annual Household Productivity Losses Attributable to Diabetes,Sex,Females,Age,65-74,2.2
2021,Alaska,Premature Mortality,Mortality Costs Attributable to Diabetes Deaths,Sex,Overall,Age,75-84,3.5
2021,North Carolina,Premature Mortality,Mortality Costs Attributable to Diabetes Deaths,Sex,Males,Age,65-74,191.8
2021,Arizona,Total Costs,Annual Total Costs Attributable to Diabetes,Sex,Overall,Age,65+,12521.0
2021,Alaska,Premature Mortality,Mortality Costs Attributable to Diabetes Deaths,Sex,Overall,Age,45-64,131.5
2021,Nebraska,Premature Mortality,Mortality Costs Attributable to Diabetes Deaths,Sex,Males,Age,45-64,162.3
2021,California,Household Productivity,Annual Household Productivity Losses Attributable to Diabetes,Sex,Overall,Age,18-44,6.0
2021,Alabama,Presenteeism,Annual Work Presenteeism Costs Attributable to Diabetes,Sex,Males,Age,45-64,3330.0
2021,Hawaii,Household Productivity,Annual Household Productivity Losses Attributable to Diabetes,Sex,Overall,Age,18+,382.0
2021,South Dakota,Absenteeism,Annual Work Absenteeism Costs Attributable to Diabetes,Sex,Males,Age,18-44,2.5
2021,Indiana,Household Productivity,Annual Household Productivity Losses Attributable to Diabetes,Sex,Males,Age,18-44,3.5
2021,Alabama,Presenteeism,Annual Work Presenteeism Costs Attributable to Diabetes,Sex,Overall,Age,65-74,105.6
2021,South Carolina,Total Costs,Annual Total Costs Attributable to Diabetes,Sex,Males,Age,65+,505.9
2021,Minnesota,Indirect Costs,Annual Total Indirect Costs Attributable to Diabetes,,,,,2038.0
2021,Utah,Inability to Work,Annual Costs of Inability to Work Attributable to Diabetes,Sex,Females,Age,45-64,90.3
2021,Hawaii,Premature Mortality,Mortality Costs Attributable to Diabetes Deaths,Sex,Males,Age,18-44,66.5
2021,Alabama,Premature Mortality,Mortality Costs Attributable to Diabetes Deaths,Sex,Females,Age,18-74,620.4
2021,Idaho,Inability to Work,Annual Costs of Inability to Work Attributable to Diabetes,Sex,Overall,Age,18-74,63400.0
2021,Mississippi,Absenteeism,Annual Work Absenteeism Costs Attributable to Diabetes,Sex,Males,Age,65-74,178.0
2021,South Dakota,Premature Mortality,Mortality Costs Attributable to Diabetes Deaths,Sex,Males,Age,65-74,7.4
2021,New Mexico,Presenteeism,Annual Work Presenteeism Costs Attributable to Diabetes,Sex,Overall,Age,18-44,2612.0
2021,Minnesota,Inability to Work,Annual Costs of Inability to Work Attributable to Diabetes,Sex,Females,Age,65-74,1452.0
