go_id,aspect
GO:0010957,P
GO:0014032,P
GO:0032331,P
GO:0032642,P
GO:0035921,P
GO:0043473,P
GO:0043518,P
GO:0045667,P
GO:0070563,P
GO:1902230,P
GO:2000811,P
GO:0180020,F
GO:0001778,P
GO:0019076,P
GO:0031468,P
GO:0043162,P
GO:0045184,P
GO:0046761,P
GO:0061952,P
GO:0090148,P
GO:0097352,P
GO:1901673,P
GO:1902774,P
GO:1903723,P
GO:1904930,C
GO:0000815,C
GO:0030117,C
GO:0042102,P
GO:0033130,F
GO:0099601,P
GO:0039532,P
GO:0005662,C
GO:0000974,C
GO:0000022,P
GO:0070938,C
GO:0001965,F
GO:0051983,P
GO:1990047,C
GO:0140597,F
GO:0140995,F
GO:0007063,P
GO:2000720,P
GO:0033597,C
GO:0005901,C
GO:0006068,P
GO:0006576,P
GO:0009812,P
GO:0018958,P
GO:0042403,P
GO:0001882,F
GO:0031490,F
GO:0030050,P
GO:0035357,P
GO:0048384,P
GO:0098871,C
GO:0031143,C
GO:0016034,F
GO:0006559,P
GO:0016435,F
GO:0070476,P
GO:2000234,P
GO:0043527,C
GO:0031571,P
GO:1990050,F
GO:0090201,P
GO:1902166,P
GO:2001140,P
GO:0032543,P
GO:0070681,P
GO:0030956,C
GO:0160004,F
GO:1903241,P
GO:1990166,P
GO:0005684,C
GO:0030663,C
GO:0046923,F
GO:0002230,P
GO:0070534,P
GO:0097400,P
GO:0031234,C
GO:0048193,P
GO:0004679,F
GO:0031588,C
GO:0010922,P
GO:0070886,P
GO:0090533,C
GO:0043323,P
GO:1904288,F
GO:1904293,P
GO:1904294,P
GO:2000059,P
GO:0016992,F
GO:0050796,P
GO:0008200,F
GO:0005476,F
GO:0006853,P
GO:0004816,F
GO:0046983,F
GO:0006418,P
GO:0006421,P
GO:0030218,P
GO:0035063,P
GO:0035617,P
GO:0080135,P
GO:1902751,P
GO:1903008,P
GO:1903432,P
GO:0000242,C
GO:0045095,C
GO:0140678,F
GO:0000146,F
GO:0048675,P
GO:0140060,P
GO:0000295,F
GO:0005347,F
GO:0015217,F
GO:0015228,F
GO:0015230,F
GO:0044610,F
GO:0051724,F
GO:0080122,F
GO:0015867,P
GO:0015908,P
GO:1901679,P
GO:0035925,F
GO:0051262,P
GO:0051290,P
GO:0110104,P
GO:0180010,P
GO:0042382,C
GO:0005847,C
GO:0005849,C
GO:0051721,F
GO:0034511,F
GO:0030016,C
GO:0004415,F
GO:0033906,F
GO:0030214,P
GO:0046677,P
GO:0051216,P
GO:0071493,P
GO:0001750,C
GO:0034237,F
GO:0001541,P
GO:0044839,P
GO:0043023,F
GO:0031314,C
GO:0008499,F
GO:0006678,P
GO:0009312,P
GO:0015152,F
GO:0061513,F
GO:0035435,P
GO:1901346,P
GO:1903053,P
GO:0004449,F
GO:0006102,P
GO:0045242,C
GO:0048408,F
GO:0051044,P
GO:0010765,P
GO:0031440,P
GO:0038166,P
GO:0051592,P
GO:0044233,C
GO:0006968,P
GO:0060100,P
GO:0005345,F
GO:0015211,F
GO:0015860,P
GO:0032238,P
GO:0035340,P
GO:1904823,P
GO:0090026,P
GO:1902236,P
GO:0004177,F
GO:0001888,F
GO:0016500,F
GO:0016757,F
GO:0045617,P
GO:0106015,P
GO:0003688,F
GO:0006270,P
GO:0006275,P
GO:0000808,C
GO:0005664,C
GO:0002222,P
GO:0002228,P
GO:0002274,P
GO:0030889,P
GO:0034241,P
GO:0097242,P
GO:2000010,P
GO:0005161,F
GO:0005172,F
GO:0050930,P
GO:0060754,P
GO:0045130,F
GO:0005976,P
GO:0006012,P
GO:0006790,P
GO:0002509,P
GO:0032391,C
GO:0031724,F
GO:0035768,P
GO:2000545,P
GO:0060152,P
GO:0140567,F
GO:0006625,P
GO:0043335,P
GO:1904949,C
GO:0008278,C
GO:0030892,C
GO:0001758,F
GO:0008106,F
GO:0016616,F
GO:0047718,F
GO:0001523,P
GO:0016488,P
GO:0110095,P
GO:0070701,C
GO:0045039,P
GO:0042719,C
GO:0048013,P
GO:0043130,F
GO:0044828,P
GO:0007585,P
GO:0006937,P
GO:0043069,P
GO:0005521,F
GO:0033173,P
GO:0017095,F
GO:0048666,P
GO:0016592,C
GO:0031092,C
GO:0005105,F
GO:0097180,C
GO:0019005,C
GO:0033132,P
GO:0031624,F
GO:0097602,F
GO:1990381,F
GO:1990444,F
GO:0000422,P
GO:0006513,P
GO:0010636,P
GO:0010821,P
GO:0010906,P
GO:0014059,P
GO:0031396,P
GO:0032232,P
GO:0034620,P
GO:0035519,P
GO:0042053,P
GO:0042417,P
GO:0044314,P
GO:0051582,P
GO:0060828,P
GO:0071287,P
GO:0085020,P
GO:0097237,P
GO:0099074,P
GO:1900407,P
GO:1902530,P
GO:1903351,P
GO:1903377,P
GO:1903542,P
GO:1904049,P
GO:1905091,P
GO:1905366,P
GO:1905477,P
GO:2000377,P
GO:2000378,P
GO:0097413,C
GO:1990452,C
GO:0140751,F
GO:0006334,P
GO:1905213,P
GO:0000793,C
GO:0016589,C
GO:0016590,C
GO:0031213,C
GO:0090535,C
GO:0110016,C
GO:0032099,P
GO:0098804,C
GO:0032418,P
GO:0006996,P
GO:0070102,P
GO:0032993,C
GO:2000772,P
GO:0045744,P
GO:0048022,P
GO:0003382,P
GO:0090162,P
GO:0045177,C
GO:0061689,C
GO:1990477,C
GO:0120170,F
GO:1905504,P
GO:0003727,F
GO:0034458,F
GO:0010923,P
GO:0140351,F
GO:1903527,P
GO:0140523,F
GO:0008053,P
GO:0019896,P
GO:0042407,P
GO:0046039,P
GO:1990627,P
GO:0010484,F
GO:0016446,P
GO:0016973,P
GO:0034728,P
GO:0016079,P
GO:0098609,P
GO:1900425,P
GO:0000835,C
GO:0071480,P
GO:0032453,F
GO:0032454,F
GO:0035575,F
GO:0043426,F
GO:0050660,F
GO:0061752,F
GO:0140457,F
GO:0140682,F
GO:0140683,F
GO:0002052,P
GO:0060765,P
GO:0160217,P
GO:0046328,P
GO:1904693,P
GO:0010667,P
GO:0045820,P
GO:0062099,P
GO:1902902,P
GO:1903862,P
GO:1905897,P
GO:0007292,P
GO:2000870,P
GO:0099507,F
GO:0042759,P
GO:0000248,F
GO:0016213,F
GO:0045485,F
GO:0062076,F
GO:0008654,P
GO:0043651,P
GO:0046456,P
GO:0009612,P
GO:0022829,F
GO:0012501,P
GO:1990890,F
GO:0048842,P
GO:0004571,F
GO:1904381,P
GO:0150032,P
GO:0001947,P
GO:0030324,P
GO:0035469,P
GO:0071907,P
GO:0071910,P
GO:0047676,F
GO:0090433,F
GO:0006631,P
GO:0030904,C
GO:1905394,F
GO:0022615,P
GO:0030111,P
GO:0051224,P
GO:0070676,P
GO:2000642,P
GO:0032009,C
GO:0031528,C
GO:0017022,F
GO:0032836,P
GO:0035418,P
GO:0036060,P
GO:0072015,P
GO:0102571,F
GO:0006044,P
GO:0006517,P
GO:0071880,P
GO:1900152,P
GO:2000767,P
GO:0070937,C
GO:0097452,C
GO:0106002,C
GO:0008476,F
GO:0006478,P
GO:0043687,P
GO:1990403,P
GO:0003831,F
GO:0003945,F
GO:0035250,F
GO:0001572,P
GO:0051168,P
GO:0072344,P
GO:0140708,P
GO:1990112,C
GO:0001818,P
GO:0019915,P
GO:0050995,P
GO:0160077,P
GO:0008446,F
GO:0070401,F
GO:0019673,P
GO:0042351,P
GO:0004379,F
GO:0018030,F
GO:0018008,P
GO:0022400,P
GO:0075733,P
GO:0061575,F
GO:0097322,F
GO:0140693,F
GO:0000079,P
GO:0008024,C
GO:0070691,C
GO:0141069,F
GO:0000902,P
GO:0030502,P
GO:0033689,P
GO:0046851,P
GO:0048263,P
GO:0060173,P
GO:0090291,P
GO:1900155,P
GO:1900158,P
GO:0050211,F
GO:0180062,P
GO:0005791,C
GO:0000340,F
GO:0045947,P
GO:0019085,P
GO:0019086,P
GO:0005149,F
GO:0034146,P
GO:0042495,P
GO:0042496,P
GO:0071223,P
GO:0071726,P
GO:0071727,P
GO:0035325,F
GO:0042497,F
GO:0042834,F
GO:0038123,P
GO:0038124,P
GO:0071221,P
GO:0035354,C
GO:0035355,C
GO:0032886,P
GO:0051279,P
GO:0071420,P
GO:0051084,P
GO:2000369,P
GO:0051552,P
GO:0030295,F
GO:0019992,F
GO:1905691,P
GO:0001790,F
GO:0002172,F
GO:0160006,P
GO:0005477,F
GO:0015129,F
GO:0015293,F
GO:0051598,P
GO:0030896,C
GO:0003887,F
GO:0006261,P
GO:0019985,P
GO:0042276,P
GO:0090734,C
GO:0016035,C
GO:1901731,P
GO:0010572,P
GO:0060391,P
GO:0004715,F
GO:0035401,F
GO:0010811,P
GO:0034332,P
GO:0035722,P
GO:0038043,P
GO:0038065,P
GO:0038155,P
GO:0038156,P
GO:0038157,P
GO:0038162,P
GO:0038163,P
GO:0038165,P
GO:0048861,P
GO:0050727,P
GO:0060333,P
GO:0060397,P
GO:0070120,P
GO:0070665,P
GO:0070671,P
GO:0070757,P
GO:0120186,P
GO:0019897,C
GO:0030526,C
GO:0004869,F
GO:1900053,P
GO:0075506,P
GO:1903902,P
GO:0036458,F
GO:0048870,P
GO:0003979,F
GO:0006065,P
GO:0033198,P
GO:0061337,P
GO:0008282,C
GO:0050859,P
GO:0002102,C
GO:0019212,F
GO:0010829,P
GO:0044331,P
GO:0099072,P
GO:0150107,P
GO:1902532,P
GO:1905554,P
GO:0016342,C
GO:0008273,F
GO:0004671,F
GO:0004622,F
GO:0016787,F
GO:0019731,P
GO:0035965,P
GO:0005248,F
GO:0003254,P
GO:0098855,C
GO:0005158,F
GO:1990460,F
GO:0072673,P
GO:0030905,C
GO:0007187,P
GO:0004667,F
GO:0007626,P
GO:0006506,P
GO:0043048,P
GO:0004582,F
GO:0006488,P
GO:0180047,P
GO:0033185,C
GO:0005815,C
GO:0031923,P
GO:0042723,P
GO:0010314,F
GO:0031593,F
GO:0032050,F
GO:0070853,F
GO:0061753,P
GO:0061909,P
GO:1904978,P
GO:0002227,P
GO:0000786,C
GO:0003873,F
GO:0004331,F
GO:0006003,P
GO:0006096,P
GO:0043540,C
GO:0000380,P
GO:0071360,P
GO:0032872,P
GO:0042594,P
GO:1903427,P
GO:0032212,P
GO:0090666,P
GO:1904867,P
GO:0009982,F
GO:0034513,F
GO:0000455,P
GO:0090669,P
GO:1904872,P
GO:1904874,P
GO:0031429,C
GO:0072589,C
GO:0090661,C
GO:0042255,P
GO:0061659,F
GO:0044790,P
GO:0001094,F
GO:0019216,P
GO:0043388,P
GO:0045446,P
GO:0050776,P
GO:0050860,P
GO:0070173,P
GO:0042026,P
GO:0008353,F
GO:0099122,F
GO:0106140,F
GO:0140008,F
GO:0140011,F
GO:0140012,F
GO:0140046,F
GO:0140055,F
GO:0140072,F
GO:0140119,F
GO:0021707,P
GO:0021895,P
GO:0030182,P
GO:0035023,P
GO:0048667,P
GO:0099149,P
GO:0001635,F
GO:0097643,F
GO:1990407,F
GO:0010560,P
GO:0031623,P
GO:0097647,P
GO:0150059,P
GO:1990408,P
GO:1990406,C
GO:0001605,F
GO:1990409,F
GO:0001570,P
GO:0150060,P
GO:1990410,P
GO:1903143,C
GO:0030545,F
GO:0050850,P
GO:0150061,P
GO:0150058,C
GO:0004767,F
GO:0008081,F
GO:0006685,P
GO:0004461,F
GO:0019886,P
