gene_symbol,total_submissions,total_alleles,pathogenic_likely_pathogenic_alleles,uncertain_alleles,conflict_alleles,yield_bin
LOC130004403,7,7,,3.0,0.0,none
LOC130004404,6,6,,2.0,0.0,none
LOC130004405,6,6,,2.0,0.0,none
LOC130004406,6,6,,2.0,0.0,none
LOC130004407,5,5,,1.0,0.0,none
LOC130004408,131,87,10.0,33.0,0.0,6-20
LOC130004409,4,4,,1.0,0.0,none
LOC130004410,4,4,,1.0,0.0,none
LOC130004411,12,6,,1.0,0.0,none
LOC130004412,4,4,,1.0,0.0,none
LOC130004413,4,4,,1.0,0.0,none
LOC130004414,4,4,,1.0,0.0,none
LOC130004415,5,5,,1.0,0.0,none
LOC130004416,5,5,,1.0,0.0,none
LOC130004417,5,5,,1.0,0.0,none
LOC130004418,5,5,,1.0,0.0,none
LOC130004419,5,5,,1.0,0.0,none
LOC130004420,5,5,,1.0,0.0,none
LOC130004421,5,5,,1.0,0.0,none
LOC130004422,5,5,,1.0,0.0,none
LOC130004423,3,3,,,,none
LOC130004424,3,3,,,,none
LOC130004425,3,3,,,,none
LOC130004426,3,3,,,,none
LOC130004427,3,3,,,,none
LOC130004428,3,3,,,,none
LOC130004429,3,3,,,,none
LOC130004430,3,3,,,,none
LOC130004431,3,3,,,,none
LOC130004432,3,3,,,,none
LOC130004433,3,3,,,,none
LOC130004434,3,3,,,,none
LOC130004435,3,3,,,,none
LOC130004436,15,14,,10.0,0.0,none
LOC130004437,3,3,,,,none
LOC130004438,3,3,,,,none
LOC130004439,15,13,,7.0,0.0,none
LOC130004440,3,3,,,,none
LOC130004441,3,3,,,,none
LOC130004442,3,3,,,,none
LOC130004443,3,3,,,,none
LOC130004444,3,3,,,,none
LOC130004445,3,3,,,,none
LOC130004446,3,3,,,,none
LOC130004447,3,3,,,,none
LOC130004448,3,3,,,,none
LOC130004449,3,3,,,,none
LOC130004450,6,6,,1.0,0.0,none
LOC130004451,3,3,,,,none
LOC130004452,3,3,,,,none
LOC130004453,3,3,,,,none
LOC130004454,3,3,,,,none
LOC130004455,3,3,,,,none
LOC130004456,3,3,,,,none
LOC130004457,3,3,,,,none
LOC130004458,4,4,,,,none
LOC130004459,4,4,,,,none
LOC130004460,4,4,,,,none
LOC130004461,4,4,,,,none
LOC130004462,3,3,,,,none
LOC130004463,5,5,,2.0,0.0,none
LOC130004464,4,4,,1.0,0.0,none
LOC130004465,4,4,,1.0,0.0,none
LOC130004466,12,12,,9.0,0.0,none
LOC130004467,4,4,,1.0,0.0,none
LOC130004468,4,4,,1.0,0.0,none
LOC130004469,5,5,,1.0,0.0,none
LOC130004470,4,4,,1.0,0.0,none
LOC130004471,4,4,,1.0,0.0,none
LOC130004472,12,7,,3.0,0.0,none
LOC130004473,7,7,,4.0,0.0,none
LOC130004474,4,4,,1.0,0.0,none
LOC130004475,4,4,,1.0,0.0,none
LOC130004476,8,7,,3.0,0.0,none
LOC130004477,3,3,,,,none
LOC130004478,14,14,1.0,10.0,0.0,1-5
LOC130004479,3,3,,,,none
LOC130004480,3,3,,,,none
LOC130004481,3,3,,,,none
LOC130004482,5,5,,2.0,0.0,none
LOC130004483,3,3,,,,none
LOC130004484,3,3,,,,none
LOC130004485,3,3,,,,none
LOC130004486,8,5,,1.0,0.0,none
LOC130004487,2,2,,,,none
LOC130004488,2,2,,,,none
LOC130004489,2,2,,,,none
LOC130004490,2,2,,,,none
LOC130004491,2,2,,,,none
LOC130004492,2,2,,,,none
LOC130004493,2,2,,,,none
LOC130004494,3,3,,,,none
LOC130004495,2,2,,,,none
LOC130004496,2,2,,,,none
LOC130004497,2,2,,,,none
LOC130004498,8,8,,6.0,0.0,none
LOC130004499,4,4,,2.0,0.0,none
LOC130004500,4,4,,2.0,0.0,none
LOC130004501,12,12,,10.0,0.0,none
LOC130004502,4,4,,2.0,0.0,none
LOC130004503,4,4,,2.0,0.0,none
LOC130004504,4,4,,2.0,0.0,none
LOC130004505,17,5,,2.0,0.0,none
LOC130004506,61,49,4.0,16.0,0.0,1-5
LOC130004507,5,5,,3.0,0.0,none
LOC130004508,5,5,,3.0,0.0,none
LOC130004509,5,5,,3.0,0.0,none
LOC130004510,5,5,,3.0,0.0,none
LOC130004511,4,4,,2.0,0.0,none
LOC130004512,4,4,,2.0,0.0,none
LOC130004513,4,4,,2.0,0.0,none
LOC130004514,4,4,,2.0,0.0,none
LOC130004515,4,4,,2.0,0.0,none
LOC130004516,4,4,,2.0,0.0,none
LOC130004517,4,4,,2.0,0.0,none
LOC130004518,6,5,,2.0,0.0,none
LOC130004519,4,4,,2.0,0.0,none
LOC130004520,4,4,,2.0,0.0,none
LOC130004521,5,5,,2.0,0.0,none
LOC130004522,8,6,,2.0,0.0,none
LOC130004523,35,29,,8.0,0.0,none
LOC130004524,7,6,,2.0,0.0,none
LOC130004525,5,5,,2.0,0.0,none
LOC130004526,11,10,,5.0,0.0,none
LOC130004527,5,5,,2.0,0.0,none
LOC130004528,5,5,,2.0,0.0,none
LOC130004529,7,6,,2.0,0.0,none
LOC130004530,4,4,,1.0,0.0,none
LOC130004531,4,4,,1.0,0.0,none
LOC130004532,4,4,,1.0,0.0,none
LOC130004533,4,4,,1.0,0.0,none
LOC130004534,4,4,,,,none
LOC130004535,5,5,,,,none
LOC130004536,4,4,,,,none
LOC130004537,4,4,,,,none
LOC130004538,4,4,,,,none
LOC130004539,5,5,,,,none
LOC130004540,4,4,,,,none
LOC130004541,4,4,,,,none
LOC130004542,4,4,,,,none
LOC130004543,4,4,,,,none
LOC130004544,4,4,,,,none
LOC130004545,4,4,,,,none
LOC130004546,4,4,,,,none
LOC130004547,4,4,,,,none
LOC130004548,4,4,,,,none
LOC130004549,4,4,,,,none
LOC130004550,4,4,,,,none
LOC130004551,7,7,,,,none
LOC130004552,7,7,,,,none
LOC130004553,7,7,,,,none
LOC130004554,10,10,,1.0,0.0,none
LOC130004555,10,10,,1.0,0.0,none
LOC130004556,13,13,,2.0,0.0,none
LOC130004557,12,12,,4.0,0.0,none
LOC130004558,11,11,,3.0,0.0,none
LOC130004559,16,16,,7.0,0.0,none
LOC130004560,12,12,,4.0,0.0,none
LOC130004561,12,12,,5.0,0.0,none
LOC130004562,8,8,,2.0,0.0,none
LOC130004563,65,45,,32.0,0.0,none
LOC130004564,9,9,,2.0,0.0,none
LOC130004565,8,8,,2.0,0.0,none
LOC130004566,5,5,,1.0,0.0,none
LOC130004567,5,5,,1.0,0.0,none
LOC130004568,5,5,,1.0,0.0,none
LOC130004569,4,4,,1.0,0.0,none
LOC130004570,4,4,,1.0,0.0,none
LOC130004571,4,4,,1.0,0.0,none
LOC130004572,4,4,,1.0,0.0,none
LOC130004573,3,3,,,,none
LOC130004574,3,3,,,,none
LOC130004575,3,3,,,,none
LOC130004576,4,4,,,,none
LOC130004577,3,3,,,,none
LOC130004578,162,106,21.0,43.0,0.0,21-100
LOC130004579,3,3,,,,none
LOC130004580,3,3,,,,none
LOC130004581,3,3,,,,none
LOC130004582,3,3,,,,none
LOC130004583,3,3,,,,none
LOC130004584,3,3,,,,none
LOC130004585,14,14,,8.0,0.0,none
LOC130004586,10,10,,6.0,0.0,none
LOC130004587,3,3,,,,none
LOC130004588,3,3,,,,none
LOC130004589,3,3,,,,none
LOC130004590,7,7,1.0,3.0,0.0,1-5
LOC130004591,24,20,1.0,10.0,0.0,1-5
LOC130004592,3,3,,,,none
LOC130004593,4,4,,,,none
LOC130004594,4,4,,,,none
LOC130004595,4,4,,,,none
LOC130004596,4,4,,,,none
LOC130004597,4,4,,,,none
LOC130004598,30,25,,11.0,0.0,none
LOC130004599,162,117,1.0,61.0,0.0,1-5
LOC130004600,5,5,,,,none
LOC130004601,4,4,,,,none
LOC130004602,9,9,,5.0,0.0,none
LOC130004603,9,9,,5.0,0.0,none
LOC130004604,9,9,,5.0,0.0,none
LOC130004605,4,4,,,,none
LOC130004606,4,4,,,,none
LOC130004607,4,4,,,,none
LOC130004608,4,4,,,,none
LOC130004609,5,5,,,,none
LOC130004610,8,8,,3.0,0.0,none
LOC130004611,5,5,,,,none
LOC130004612,6,6,,,,none
LOC130004613,5,5,,,,none
LOC130004614,389,199,17.0,101.0,0.0,6-20
LOC130004615,6,6,,,,none
LOC130004616,6,6,,,,none
LOC130004617,5,5,,,,none
LOC130004618,31,27,,8.0,0.0,none
LOC130004619,5,5,,,,none
LOC130004620,5,5,,,,none
LOC130004621,5,5,,,,none
LOC130004622,6,6,,1.0,0.0,none
LOC130004623,6,6,,1.0,0.0,none
LOC130004624,7,7,,1.0,0.0,none
LOC130004625,7,7,,1.0,0.0,none
LOC130004626,7,7,,1.0,0.0,none
LOC130004627,7,7,,1.0,0.0,none
LOC130004628,37,30,,14.0,0.0,none
LOC130004629,7,7,,,,none
LOC130004630,6,6,,,,none
LOC130004631,6,6,,,,none
LOC130004632,6,6,,,,none
LOC130004633,9,9,,3.0,0.0,none
LOC130004634,30,30,,22.0,0.0,none
LOC130004635,6,6,,,,none
LOC130004636,6,6,,,,none
LOC130004637,6,6,,,,none
LOC130004638,6,6,,,,none
LOC130004639,6,6,,,,none
LOC130004640,6,6,,,,none
LOC130004641,6,6,,,,none
LOC130004642,6,6,,,,none
LOC130004643,6,6,,,,none
LOC130004644,6,6,,,,none
LOC130004645,6,6,,,,none
LOC130004646,6,6,,,,none
LOC130004647,6,6,,,,none
LOC130004648,6,6,,,,none
LOC130004649,6,6,,,,none
LOC130004650,6,6,,,,none
LOC130004651,6,6,,,,none
LOC130004652,6,6,,,,none
LOC130004653,6,6,,,,none
LOC130004654,5,5,,,,none
LOC130004655,5,5,,,,none
LOC130004656,5,5,,,,none
LOC130004657,29,8,,1.0,0.0,none
LOC130004658,11,11,,4.0,0.0,none
LOC130004659,6,6,,1.0,0.0,none
LOC130004660,6,6,,1.0,0.0,none
LOC130004661,6,6,,1.0,0.0,none
LOC130004662,6,6,,1.0,0.0,none
LOC130004663,6,6,,1.0,0.0,none
LOC130004664,6,6,,1.0,0.0,none
LOC130004665,6,6,,1.0,0.0,none
LOC130004666,6,6,,1.0,0.0,none
LOC130004667,6,6,,1.0,0.0,none
LOC130004668,6,6,,1.0,0.0,none
LOC130004669,6,6,,1.0,0.0,none
LOC130004670,6,6,,1.0,0.0,none
LOC130004671,6,6,,1.0,0.0,none
LOC130004672,6,6,,2.0,0.0,none
LOC130004673,6,6,,2.0,0.0,none
LOC130004674,7,7,,2.0,0.0,none
LOC130004675,7,7,,2.0,0.0,none
LOC130004676,7,7,,2.0,0.0,none
LOC130004677,6,6,,1.0,0.0,none
LOC130004678,7,7,,1.0,0.0,none
LOC130004679,7,7,,1.0,0.0,none
LOC130004680,7,7,,1.0,0.0,none
LOC130004681,8,8,,2.0,0.0,none
LOC130004682,7,7,,1.0,0.0,none
LOC130004683,7,7,,1.0,0.0,none
LOC130004684,7,7,,1.0,0.0,none
LOC130004685,7,7,,1.0,0.0,none
LOC130004686,7,7,,1.0,0.0,none
LOC130004687,7,7,,1.0,0.0,none
LOC130004688,7,7,,1.0,0.0,none
LOC130004689,7,7,,1.0,0.0,none
LOC130004690,8,8,,2.0,0.0,none
LOC130004691,7,7,,1.0,0.0,none
LOC130004692,7,7,,1.0,0.0,none
LOC130004693,7,7,,1.0,0.0,none
LOC130004694,7,7,,1.0,0.0,none
LOC130004695,7,7,,1.0,0.0,none
LOC130004696,8,8,,1.0,0.0,none
LOC130004697,7,7,,1.0,0.0,none
LOC130004698,7,7,,1.0,0.0,none
LOC130004699,6,6,,,,none
LOC130004700,7,7,,1.0,0.0,none
LOC130004701,7,7,,1.0,0.0,none
LOC130004702,7,7,,1.0,0.0,none
LOC130004703,7,7,,1.0,0.0,none
LOC130004704,7,7,,1.0,0.0,none
LOC130004705,7,7,,1.0,0.0,none
LOC130004706,7,7,,1.0,0.0,none
LOC130004707,7,7,,1.0,0.0,none
LOC130004708,7,7,,1.0,0.0,none
LOC130004709,7,7,,1.0,0.0,none
LOC130004710,7,7,,1.0,0.0,none
LOC130004711,7,7,,1.0,0.0,none
LOC130004712,7,7,,1.0,0.0,none
LOC130004713,7,7,,1.0,0.0,none
LOC130004714,7,7,,1.0,0.0,none
LOC130004715,7,7,,1.0,0.0,none
LOC130004716,11,11,,5.0,0.0,none
LOC130004717,14,14,,8.0,0.0,none
LOC130004718,7,7,,1.0,0.0,none
LOC130004719,7,7,,1.0,0.0,none
LOC130004720,7,7,,1.0,0.0,none
LOC130004721,7,7,,1.0,0.0,none
LOC130004722,7,7,,1.0,0.0,none
LOC130004723,7,7,,1.0,0.0,none
LOC130004724,7,7,,1.0,0.0,none
LOC130004725,7,7,,1.0,0.0,none
LOC130004726,7,7,,1.0,0.0,none
LOC130004727,7,7,,1.0,0.0,none
LOC130004728,8,8,,1.0,0.0,none
LOC130004729,7,7,,1.0,0.0,none
LOC130004730,6,6,,,,none
LOC130004731,6,6,,,,none
LOC130004732,7,7,,,,none
LOC130004733,7,7,,1.0,0.0,none
LOC130004734,10,10,,3.0,0.0,none
LOC130004735,7,7,,,,none
LOC130004736,7,7,,,,none
LOC130004737,7,7,,,,none
LOC130004738,7,7,,,,none
LOC130004739,7,7,,,,none
LOC130004740,7,7,,,,none
LOC130004741,7,7,,,,none
LOC130004742,7,7,,,,none
LOC130004743,7,7,,,,none
LOC130004744,7,7,,,,none
LOC130004745,7,7,,,,none
LOC130004746,7,7,,,,none
LOC130004747,7,7,,,,none
LOC130004748,7,7,,,,none
LOC130004749,7,7,,,,none
LOC130004750,7,7,,,,none
LOC130004751,7,7,,,,none
LOC130004752,7,7,,,,none
LOC130004753,7,7,,,,none
LOC130004754,7,7,,,,none
LOC130004755,15,14,,5.0,0.0,none
LOC130004756,7,7,,,,none
LOC130004757,8,8,,,,none
LOC130004758,8,8,,,,none
LOC130004759,9,9,,,,none
LOC130004760,9,9,,,,none
LOC130004761,9,9,,,,none
LOC130004762,9,9,,,,none
LOC130004763,9,9,,,,none
LOC130004764,9,9,,,,none
LOC130004765,10,10,,,,none
LOC130004766,9,9,,,,none
LOC130004767,10,10,,,,none
LOC130004768,10,10,,,,none
LOC130004769,10,10,,,,none
LOC130004770,10,10,,,,none
LOC130004771,10,10,,,,none
LOC130004772,10,10,,,,none
LOC130004773,10,10,,,,none
LOC130004774,10,10,,,,none
LOC130004775,30,24,1.0,8.0,0.0,1-5
LOC130004776,10,10,,,,none
LOC130004777,10,10,,,,none
LOC130004778,10,10,,,,none
LOC130004779,10,10,,,,none
LOC130004780,10,10,,,,none
LOC130004781,10,10,,,,none
LOC130004782,10,10,,,,none
LOC130004783,10,10,,,,none
LOC130004784,10,10,,,,none
LOC130004785,9,9,,,,none
LOC130004786,9,9,,,,none
LOC130004787,9,9,,,,none
LOC130004788,9,9,,,,none
LOC130004789,9,9,,,,none
LOC130004790,9,9,,,,none
LOC130004791,9,9,,,,none
LOC130004792,9,9,,,,none
LOC130004793,9,9,,,,none
LOC130004794,11,11,,,,none
LOC130004795,11,11,,,,none
LOC130004796,11,11,,,,none
LOC130004797,11,11,,,,none
LOC130004798,12,12,,1.0,0.0,none
LOC130004799,11,11,,,,none
LOC130004800,30,30,,17.0,0.0,none
LOC130004801,10,10,,,,none
LOC130004802,10,10,,,,none
LOC130004803,10,10,,,,none
LOC130004804,24,24,,14.0,0.0,none
LOC130004805,10,10,,1.0,0.0,none
LOC130004806,9,9,,1.0,0.0,none
LOC130004807,7,7,,,,none
LOC130004808,7,7,,,,none
LOC130004809,7,7,,,,none
LOC130004810,6,6,,,,none
LOC130004811,7,7,,1.0,0.0,none
LOC130004812,24,24,,13.0,0.0,none
LOC130004813,8,8,,2.0,0.0,none
LOC130004814,7,7,,1.0,0.0,none
LOC130004815,7,7,,1.0,0.0,none
LOC130004816,7,7,,1.0,0.0,none
LOC130004817,7,7,,1.0,0.0,none
LOC130004818,7,7,,1.0,0.0,none
LOC130004819,8,8,,1.0,0.0,none
LOC130004820,7,7,,,,none
LOC130004821,36,29,,18.0,0.0,none
LOC130004822,17,16,1.0,6.0,0.0,1-5
LOC130004823,7,7,,1.0,0.0,none
LOC130004824,13,13,,7.0,0.0,none
LOC130004825,30,23,,5.0,0.0,none
LOC130004826,11,11,,5.0,0.0,none
LOC130004827,7,7,,1.0,0.0,none
LOC130004828,7,7,,1.0,0.0,none
LOC130004829,7,7,,1.0,0.0,none
LOC130004830,7,7,,1.0,0.0,none
LOC130004831,7,7,,1.0,0.0,none
LOC130004832,7,7,,1.0,0.0,none
LOC130004833,9,9,,3.0,0.0,none
LOC130004834,7,7,,1.0,0.0,none
LOC130004835,7,7,,1.0,0.0,none
LOC130004836,7,7,,1.0,0.0,none
LOC130004837,8,8,,1.0,0.0,none
LOC130004838,8,8,,1.0,0.0,none
LOC130004839,8,8,,1.0,0.0,none
LOC130004840,8,8,,1.0,0.0,none
LOC130004841,8,8,,1.0,0.0,none
LOC130004842,7,7,,,,none
LOC130004843,7,7,,,,none
LOC130004844,7,7,,,,none
LOC130004845,7,7,,,,none
LOC130004846,7,7,,,,none
LOC130004847,7,7,,,,none
LOC130004848,7,7,,,,none
LOC130004849,8,8,,1.0,0.0,none
LOC130004850,7,7,,,,none
LOC130004851,7,7,,,,none
LOC130004852,7,7,,,,none
LOC130004853,7,7,,,,none
LOC130004854,8,8,,1.0,0.0,none
LOC130004855,8,8,,1.0,0.0,none
LOC130004856,8,8,,1.0,0.0,none
LOC130004857,9,9,,1.0,0.0,none
LOC130004858,12,12,,4.0,0.0,none
LOC130004859,9,9,,1.0,0.0,none
LOC130004860,9,9,,1.0,0.0,none
LOC130004861,16,14,,5.0,0.0,none
LOC130004862,8,8,,,,none
LOC130004863,9,9,,,,none
LOC130004864,11,11,,,,none
LOC130004865,11,11,,,,none
LOC130004866,11,11,,,,none
LOC130004867,13,13,,,,none
LOC130004868,13,13,,,,none
LOC130004869,13,13,,,,none
LOC130004870,13,13,,,,none
LOC130004871,13,13,,,,none
LOC130004872,13,13,,,,none
LOC130004873,15,15,,,,none
LOC130004874,33,33,,16.0,0.0,none
LOC130004875,16,16,,,,none
LOC130004876,30,18,,,,none
LOC130004877,15,15,,,,none
LOC130004878,15,15,,,,none
LOC130004879,17,17,,2.0,0.0,none
LOC130004880,15,15,,,,none
LOC130004881,15,15,,,,none
LOC130004882,15,15,,,,none
LOC130004883,15,15,,,,none
LOC130004884,15,15,,,,none
LOC130004885,71,71,,30.0,0.0,none
LOC130004886,15,15,,,,none
LOC130004887,17,17,,1.0,0.0,none
LOC130004888,17,17,,1.0,0.0,none
LOC130004889,17,17,,1.0,0.0,none
LOC130004890,17,17,,1.0,0.0,none
LOC130004891,17,17,,1.0,0.0,none
LOC130004892,17,17,,1.0,0.0,none
LOC130004893,17,17,,1.0,0.0,none
LOC130004894,17,17,,1.0,0.0,none
LOC130004895,17,17,,1.0,0.0,none
LOC130004896,17,17,,1.0,0.0,none
LOC130004897,21,21,,,,none
LOC130004898,21,21,,,,none
LOC130004899,21,21,,,,none
LOC130004900,21,21,,,,none
LOC130004901,21,21,,,,none
LOC130004902,21,21,,,,none
LOC130004903,20,20,,,,none
LOC130004904,30,30,,10.0,0.0,none
LOC130004905,21,21,,,,none
LOC130004906,21,21,,,,none
LOC130004907,21,21,,,,none
LOC130004908,21,21,,,,none
LOC130004909,21,21,,,,none
LOC130004910,21,21,,,,none
LOC130004911,21,21,,,,none
LOC130004912,21,21,,,,none
LOC130004913,21,21,,,,none
LOC130004914,21,21,,,,none
LOC130004915,21,21,,,,none
LOC130004916,21,21,,,,none
LOC130004917,21,21,,,,none
LOC130004918,21,21,,,,none
LOC130004919,21,21,,,,none
LOC130004920,21,21,,,,none
LOC130004921,21,21,,,,none
LOC130004922,21,21,,,,none
LOC130004923,21,21,,,,none
LOC130004924,21,21,,,,none
LOC130004925,21,21,,,,none
LOC130004926,21,21,,,,none
LOC130004927,21,21,,,,none
LOC130004928,21,21,,,,none
LOC130004929,21,21,,,,none
LOC130004930,21,21,,,,none
LOC130004931,21,21,,,,none
LOC130004932,22,22,,,,none
LOC130004933,22,22,,,,none
LOC130004934,23,23,,1.0,0.0,none
LOC130004935,23,23,,1.0,0.0,none
LOC130004936,24,24,,1.0,0.0,none
LOC130004937,24,24,,1.0,0.0,none
LOC130004938,24,24,,1.0,0.0,none
LOC130004939,26,26,,1.0,0.0,none
LOC130004940,26,26,,1.0,0.0,none
LOC130004941,26,26,,1.0,0.0,none
LOC130004942,25,25,,,,none
LOC130004943,25,25,,,,none
LOC130004944,33,27,,1.0,0.0,none
LOC130004945,26,26,,,,none
LOC130004946,29,29,,,,none
LOC130004947,34,34,,2.0,0.0,none
LOC130004948,33,33,,2.0,0.0,none
LOC130004949,39,39,,8.0,0.0,none
LOC130004950,33,33,,2.0,0.0,none
LOC130004951,33,33,,2.0,0.0,none
LOC130004952,33,33,,2.0,0.0,none
LOC130004953,33,33,,2.0,0.0,none
LOC130004954,33,33,1.0,2.0,0.0,1-5
LOC130004955,32,32,,2.0,0.0,none
LOC130004956,32,32,,2.0,0.0,none
LOC130004957,38,38,,4.0,0.0,none
LOC130004958,38,38,,4.0,0.0,none
LOC130004959,38,38,,4.0,0.0,none
LOC130004960,38,38,,4.0,0.0,none
LOC130004961,37,37,,1.0,0.0,none
LOC130004962,37,37,,1.0,0.0,none
LOC130004963,37,37,,1.0,0.0,none
LOC130004964,38,38,,1.0,0.0,none
LOC130004965,37,37,,1.0,0.0,none
LOC130004966,37,37,,1.0,0.0,none
LOC130004967,48,48,,9.0,0.0,none
LOC130004968,37,37,,1.0,0.0,none
LOC130004969,37,37,,1.0,0.0,none
LOC130004970,37,37,,1.0,0.0,none
LOC130004971,37,37,,1.0,0.0,none
LOC130004972,37,37,,1.0,0.0,none
LOC130004973,46,46,,5.0,0.0,none
LOC130004974,46,46,,5.0,0.0,none
LOC130004975,46,46,,5.0,0.0,none
LOC130004976,45,45,,4.0,0.0,none
LOC130004977,44,44,,4.0,0.0,none
LOC130004978,44,44,,4.0,0.0,none
LOC130004979,44,44,,4.0,0.0,none
LOC130004980,44,44,,4.0,0.0,none
LOC130004981,40,40,,2.0,0.0,none
LOC130004982,40,40,,2.0,0.0,none
LOC130004983,40,40,,1.0,0.0,none
LOC130004984,42,42,,3.0,0.0,none
LOC130004985,40,40,,1.0,0.0,none
LOC130004986,40,40,,1.0,0.0,none
LOC130004987,40,40,,1.0,0.0,none
LOC130004988,40,40,,1.0,0.0,none
LOC130004989,40,40,,1.0,0.0,none
LOC130004990,48,48,,7.0,0.0,none
LOC130004991,58,41,,1.0,0.0,none
LOC130004992,40,40,,1.0,0.0,none
LOC130004993,40,40,,1.0,0.0,none
LOC130004994,40,40,,1.0,0.0,none
LOC130004995,39,39,,1.0,0.0,none
LOC130004996,39,39,,1.0,0.0,none
LOC130004997,40,40,,2.0,0.0,none
LOC130004998,40,40,,2.0,0.0,none
LOC130004999,40,40,,2.0,0.0,none
LOC130005000,41,41,,2.0,0.0,none
LOC130005001,41,41,,2.0,0.0,none
LOC130005002,41,41,,2.0,0.0,none
LOC130005003,41,41,,2.0,0.0,none
LOC130005004,41,41,,2.0,0.0,none
LOC130005005,41,41,,2.0,0.0,none
LOC130005006,41,41,,2.0,0.0,none
LOC130005007,41,41,,2.0,0.0,none
LOC130005008,45,45,,6.0,0.0,none
LOC130005009,45,45,,6.0,0.0,none
LOC130005010,45,45,,6.0,0.0,none
LOC130005011,45,45,,6.0,0.0,none
LOC130005012,45,45,,6.0,0.0,none
LOC130005013,45,45,,6.0,0.0,none
LOC130005014,45,45,,6.0,0.0,none
LOC130005015,45,45,,6.0,0.0,none
LOC130005016,45,45,,6.0,0.0,none
LOC130005017,45,45,,6.0,0.0,none
LOC130005018,45,45,,6.0,0.0,none
LOC130005019,45,45,,6.0,0.0,none
LOC130005020,46,46,,7.0,0.0,none
LOC130005021,49,49,,10.0,0.0,none
LOC130005022,46,46,,7.0,0.0,none
LOC130005023,151,107,13.0,24.0,0.0,6-20
LOC130005024,46,46,,7.0,0.0,none
LOC130005025,46,46,,7.0,0.0,none
LOC130005026,56,56,,16.0,0.0,none
LOC130005027,46,46,,7.0,0.0,none
LOC130005028,59,59,,18.0,0.0,none
LOC130005029,47,47,,7.0,0.0,none
LOC130005030,46,46,,6.0,0.0,none
LOC130005031,46,46,,6.0,0.0,none
LOC130005032,56,55,,6.0,0.0,none
LOC130005033,80,74,,7.0,0.0,none
LOC130005034,99,93,,10.0,0.0,none
LOC130005035,99,93,,10.0,0.0,none
LOC130005036,102,96,,10.0,0.0,none
LOC130005037,12,12,,3.0,0.0,none
LOC130005038,11,11,,2.0,0.0,none
LOC130005039,11,11,,2.0,0.0,none
LOC130005040,23,22,,12.0,0.0,none
LOC130005041,7,7,,,,none
LOC130005042,9,9,,,,none
LOC130005043,12,11,,2.0,0.0,none
LOC130005044,16,16,,6.0,0.0,none
LOC130005045,9,9,,,,none
LOC130005046,25,19,,4.0,0.0,none
LOC130005047,31,31,,19.0,0.0,none
LOC130005048,8,8,,,,none
LOC130005049,21,21,,12.0,0.0,none
LOC130005050,14,14,,3.0,0.0,none
LOC130005051,10,10,,1.0,0.0,none
LOC130005052,10,10,,1.0,0.0,none
LOC130005053,10,10,,1.0,0.0,none
LOC130005054,10,10,,1.0,0.0,none
LOC130005055,10,10,,1.0,0.0,none
LOC130005056,10,10,,1.0,0.0,none
LOC130005057,10,10,,1.0,0.0,none
LOC130005058,10,10,,1.0,0.0,none
LOC130005059,10,10,,1.0,0.0,none
LOC130005060,10,10,,1.0,0.0,none
LOC130005061,10,10,,1.0,0.0,none
LOC130005062,13,13,,1.0,0.0,none
LOC130005063,23,22,,7.0,0.0,none
LOC130005064,13,13,,1.0,0.0,none
LOC130005065,11,11,,1.0,0.0,none
LOC130005066,11,11,,1.0,0.0,none
LOC130005067,11,11,,1.0,0.0,none
LOC130005068,11,11,,1.0,0.0,none
LOC130005069,9,9,,1.0,0.0,none
LOC130005070,10,10,,1.0,0.0,none
LOC130005071,10,10,,1.0,0.0,none
LOC130005072,10,10,,1.0,0.0,none
LOC130005073,10,10,,1.0,0.0,none
LOC130005074,10,10,,1.0,0.0,none
LOC130005075,10,10,,1.0,0.0,none
LOC130005076,34,31,2.0,13.0,0.0,1-5
LOC130005077,15,14,,1.0,0.0,none
LOC130005078,34,31,,13.0,0.0,none
LOC130005079,16,14,,1.0,0.0,none
LOC130005080,37,32,1.0,13.0,0.0,1-5
LOC130005081,25,23,,6.0,0.0,none
LOC130005082,9,9,,,,none
LOC130005083,9,9,,,,none
LOC130005084,10,10,,,,none
LOC130005085,18,18,,8.0,0.0,none
LOC130005086,10,10,,,,none
LOC130005087,10,10,,,,none
LOC130005088,10,10,,,,none
LOC130005089,10,10,,,,none
LOC130005090,10,10,,,,none
LOC130005091,10,10,,,,none
LOC130005092,10,10,,,,none
LOC130005093,10,10,,,,none
LOC130005094,10,10,,,,none
LOC130005095,10,10,,,,none
LOC130005096,13,12,,1.0,0.0,none
LOC130005097,119,87,8.0,35.0,0.0,6-20
LOC130005098,10,10,,,,none
LOC130005099,10,10,,,,none
LOC130005100,17,17,,6.0,0.0,none
LOC130005101,13,11,,,,none
LOC130005102,10,10,,,,none
LOC130005103,10,10,,,,none
LOC130005104,10,10,,,,none
LOC130005105,10,10,,,,none
LOC130005106,10,10,,,,none
LOC130005107,10,10,,,,none
LOC130005108,10,10,,,,none
LOC130005109,14,14,,3.0,0.0,none
LOC130005110,11,11,,,,none
LOC130005111,11,11,,,,none
LOC130005112,17,16,,4.0,0.0,none
LOC130005113,11,11,,,,none
LOC130005114,11,11,,,,none
LOC130005115,11,11,,,,none
LOC130005116,11,11,,,,none
LOC130005117,11,11,,,,none
LOC130005118,13,13,,,,none
LOC130005119,64,45,,12.0,0.0,none
